Trajectory for B2g states:
State             eta               Uncorr_Re         Uncorr_Im         
10                0.02850000        -78.15758507      -0.94725687       
1                 0.02900000        -78.36648860      -3.15547979       
2                 0.02900000        -78.37369287      -0.26299034       
3                 0.02900000        -78.32920879      -0.01434612       
4                 0.02900000        -78.30873441      -1.64637821       
5                 0.02900000        -78.25048300      -0.57967368       
6                 0.02900000        -78.24661418      -0.27703689       
7                 0.02900000        -78.17381480      -2.11522221       
8                 0.02900000        -78.17515016      -2.04400737       
9                 0.02900000        -78.15787467      -0.97951902       
10                0.02900000        -78.15758510      -0.96387365       
1                 0.02950000        -78.36648768      -3.20991318       
2                 0.02950000        -78.37362409      -0.26736118       
3                 0.02950000        -78.32918465      -0.01449080       
4                 0.02950000        -78.30873235      -1.67482929       
5                 0.02950000        -78.25053517      -0.59028207       
6                 0.02950000        -78.24665672      -0.28136997       
7                 0.02950000        -78.17381540      -2.15169581       
8                 0.02950000        -78.17515014      -2.07925058       
9                 0.02950000        -78.15787526      -0.99640475       
10                0.02950000        -78.15758513      -0.98049045       
1                 0.03000000        -78.36648680      -3.26434610       
2                 0.03000000        -78.37355684      -0.27173406       
3                 0.03000000        -78.32916154      -0.01463670       
4                 0.03000000        -78.30873039      -1.70327929       
5                 0.03000000        -78.25058476      -0.60087943       
6                 0.03000000        -78.24669919      -0.28571237       
7                 0.03000000        -78.17381597      -2.18816936       
8                 0.03000000        -78.17515011      -2.11449377       
9                 0.03000000        -78.15787582      -1.01329052       
10                0.03000000        -78.15758515      -0.99710728       
1                 0.03050000        -78.36648596      -3.31877858       
2                 0.03050000        -78.37349097      -0.27610891       
3                 0.03050000        -78.32913940      -0.01478378       
4                 0.03050000        -78.30872853      -1.73172827       
5                 0.03050000        -78.25063195      -0.61146638       
6                 0.03050000        -78.24674164      -0.29006355       
7                 0.03050000        -78.17381652      -2.22464285       
8                 0.03050000        -78.17515009      -2.14973693       
9                 0.03050000        -78.15787636      -1.03017633       
10                0.03050000        -78.15758518      -1.01372414       
1                 0.03100000        -78.36648516      -3.37321063       
2                 0.03100000        -78.37342639      -0.28048565       
3                 0.03100000        -78.32911818      -0.01493200       
4                 0.03100000        -78.30872675      -1.76017626       
5                 0.03100000        -78.25067687      -0.62204345       
6                 0.03100000        -78.24678406      -0.29442298       
7                 0.03100000        -78.17381704      -2.26111628       
8                 0.03100000        -78.17515006      -2.18498007       
9                 0.03100000        -78.15787688      -1.04706219       
10                0.03100000        -78.15758520      -1.03034102       
1                 0.03150000        -78.36648440      -3.42764227       
2                 0.03150000        -78.37336298      -0.28486420       
3                 0.03150000        -78.30872505      -1.78862332       
4                 0.03150000        -78.32909782      -0.01508132       
5                 0.03150000        -78.25071967      -0.63261116       
6                 0.03150000        -78.24682648      -0.29879022       
7                 0.03150000        -78.17381754      -2.29758967       
8                 0.03150000        -78.17515004      -2.22022318       
9                 0.03150000        -78.15787737      -1.06394808       
10                0.03150000        -78.15758522      -1.04695793       
1                 0.03200000        -78.36648367      -3.48207353       
2                 0.03200000        -78.37330064      -0.28924449       
3                 0.03200000        -78.30872342      -1.81706950       
4                 0.03200000        -78.32907830      -0.01523171       
5                 0.03200000        -78.25076049      -0.64316998       
6                 0.03200000        -78.24686893      -0.30316482       
7                 0.03200000        -78.17381802      -2.33406300       
8                 0.03200000        -78.17515002      -2.25546626       
9                 0.03200000        -78.15787784      -1.08083401       
10                0.03200000        -78.15758525      -1.06357486       
1                 0.03250000        -78.36648298      -3.53650443       
2                 0.03250000        -78.37323928      -0.29362647       
3                 0.03250000        -78.30872187      -1.84551483       
4                 0.03250000        -78.32905956      -0.01538311       
5                 0.03250000        -78.25079944      -0.65372036       
6                 0.03250000        -78.24691141      -0.30754639       
7                 0.03250000        -78.17381848      -2.37053628       
8                 0.03250000        -78.17515000      -2.29070933       
9                 0.03250000        -78.15787830      -1.09771997       
10                0.03250000        -78.15758527      -1.08019181       
1                 0.03300000        -78.36648232      -3.59093497       
2                 0.03300000        -78.37317882      -0.29801006       
3                 0.03300000        -78.30872039      -1.87395935       
4                 0.03300000        -78.32904156      -0.01553551       
5                 0.03300000        -78.25083664      -0.66426271       
6                 0.03300000        -78.24695394      -0.31193457       
7                 0.03300000        -78.17381892      -2.40700951       
8                 0.03300000        -78.17514998      -2.32595237       
9                 0.03300000        -78.15787873      -1.11460596       
10                0.03300000        -78.15758529      -1.09680878       
1                 0.03350000        -78.36648169      -3.64536517       
2                 0.03350000        -78.37311918      -0.30239519       
3                 0.03350000        -78.30871897      -1.90240310       
4                 0.03350000        -78.32902426      -0.01568887       
5                 0.03350000        -78.25087219      -0.67479741       
6                 0.03350000        -78.24699655      -0.31632900       
7                 0.03350000        -78.17381935      -2.44348270       
8                 0.03350000        -78.17514996      -2.36119539       
9                 0.03350000        -78.15787914      -1.13149199       
10                0.03350000        -78.15758530      -1.11342578       
1                 0.03400000        -78.36648109      -3.69979506       
2                 0.03400000        -78.37306028      -0.30678182       
3                 0.03400000        -78.30871761      -1.93084611       
4                 0.03400000        -78.32900764      -0.01584315       
5                 0.03400000        -78.25090618      -0.68532483       
6                 0.03400000        -78.24703924      -0.32072937       
7                 0.03400000        -78.17381975      -2.47995585       
8                 0.03400000        -78.17514994      -2.39643840       
9                 0.03400000        -78.15787954      -1.14837804       
10                0.03400000        -78.15758532      -1.13004279       
1                 0.03450000        -78.36648051      -3.75422463       
2                 0.03450000        -78.37300205      -0.31116988       
3                 0.03450000        -78.30871630      -1.95928842       
4                 0.03450000        -78.32899165      -0.01599832       
5                 0.03450000        -78.25093870      -0.69584531       
6                 0.03450000        -78.24708204      -0.32513539       
7                 0.03450000        -78.17382014      -2.51642895       
8                 0.03450000        -78.17514992      -2.43168138       
9                 0.03450000        -78.15787992      -1.16526412       
10                0.03450000        -78.15758534      -1.14665982       
1                 0.03500000        -78.36647995      -3.80865392       
2                 0.03500000        -78.37294444      -0.31555932       
3                 0.03500000        -78.30871505      -1.98773005       
4                 0.03500000        -78.32897627      -0.01615436       
5                 0.03500000        -78.25096985      -0.70635915       
6                 0.03500000        -78.24712495      -0.32954678       
7                 0.03500000        -78.17382052      -2.55290201       
8                 0.03500000        -78.17514991      -2.46692435       
9                 0.03500000        -78.15788029      -1.18215023       
10                0.03500000        -78.15758536      -1.16327687       
1                 0.03550000        -78.36647942      -3.86308292       
2                 0.03550000        -78.37288737      -0.31995008       
3                 0.03550000        -78.30871386      -2.01617103       
4                 0.03550000        -78.32896147      -0.01631124       
5                 0.03550000        -78.25099968      -0.71686666       
6                 0.03550000        -78.24716800      -0.33396328       
7                 0.03550000        -78.17382088      -2.58937504       
8                 0.03550000        -78.17514989      -2.50216730       
9                 0.03550000        -78.15788064      -1.19903637       
10                0.03550000        -78.15758537      -1.17989394       
1                 0.03600000        -78.36647891      -3.91751165       
2                 0.03600000        -78.37283080      -0.32434212       
3                 0.03600000        -78.30871270      -2.04461139       
4                 0.03600000        -78.32894722      -0.01646892       
5                 0.03600000        -78.25102829      -0.72736812       
6                 0.03600000        -78.24721119      -0.33838465       
7                 0.03600000        -78.17382122      -2.62584803       
8                 0.03600000        -78.17514988      -2.53741024       
9                 0.03600000        -78.15788098      -1.21592253       
10                0.03600000        -78.15758539      -1.19651102       
1                 0.03650000        -78.36647843      -3.97194013       
2                 0.03650000        -78.37277468      -0.32873538       
3                 0.03650000        -78.30871160      -2.07305116       
4                 0.03650000        -78.32893348      -0.01662739       
5                 0.03650000        -78.25105573      -0.73786379       
6                 0.03650000        -78.24725455      -0.34281067       
7                 0.03650000        -78.17382156      -2.66232098       
8                 0.03650000        -78.17514986      -2.57265316       
9                 0.03650000        -78.15788130      -1.23280871       
10                0.03650000        -78.15758540      -1.21312812       
1                 0.03700000        -78.36647796      -4.02636835       
2                 0.03700000        -78.37271894      -0.33312981       
3                 0.03700000        -78.30871054      -2.10149036       
4                 0.03700000        -78.32892025      -0.01678661       
5                 0.03700000        -78.25108206      -0.74835392       
6                 0.03700000        -78.24729808      -0.34724113       
7                 0.03700000        -78.17382188      -2.69879390       
8                 0.03700000        -78.17514985      -2.60789606       
9                 0.03700000        -78.15788161      -1.24969492       
10                0.03700000        -78.15758541      -1.22974523       
1                 0.03750000        -78.36647751      -4.08079634       
2                 0.03750000        -78.37266356      -0.33752538       
3                 0.03750000        -78.30870952      -2.12992901       
4                 0.03750000        -78.32890750      -0.01694657       
5                 0.03750000        -78.25110735      -0.75883875       
6                 0.03750000        -78.24734180      -0.35167583       
7                 0.03750000        -78.17382219      -2.73526679       
8                 0.03750000        -78.17514984      -2.64313895       
9                 0.03750000        -78.15788191      -1.26658115       
10                0.03750000        -78.15758543      -1.24636236       
1                 0.03800000        -78.36647708      -4.13522409       
2                 0.03800000        -78.37260848      -0.34192204       
3                 0.03800000        -78.30870853      -2.15836714       
4                 0.03800000        -78.32889519      -0.01710723       
5                 0.03800000        -78.25113164      -0.76931848       
6                 0.03800000        -78.24738571      -0.35611458       
7                 0.03800000        -78.17382249      -2.77173964       
8                 0.03800000        -78.17514982      -2.67838183       
9                 0.03800000        -78.15788220      -1.28346740       
10                0.03800000        -78.15758544      -1.26297950       
1                 0.03850000        -78.36647666      -4.18965163       
2                 0.03850000        -78.37255366      -0.34631974       
3                 0.03850000        -78.30870759      -2.18680476       
4                 0.03850000        -78.32888332      -0.01726859       
5                 0.03850000        -78.25115500      -0.77979334       
6                 0.03850000        -78.24742983      -0.36055722       
7                 0.03850000        -78.17382277      -2.80821246       
8                 0.03850000        -78.17514981      -2.71362469       
9                 0.03850000        -78.15788248      -1.30035367       
10                0.03850000        -78.15758545      -1.27959665       
1                 0.03900000        -78.36647626      -4.24407896       
2                 0.03900000        -78.37249908      -0.35071845       
3                 0.03900000        -78.30870668      -2.21524190       
4                 0.03900000        -78.32887186      -0.01743061       
5                 0.03900000        -78.25117746      -0.79026351       
6                 0.03900000        -78.24747418      -0.36500357       
7                 0.03900000        -78.17382305      -2.84468526       
8                 0.03900000        -78.17514980      -2.74886755       
9                 0.03900000        -78.15788275      -1.31723995       
10                0.03900000        -78.15758546      -1.29621382       
1                 0.03950000        -78.36647587      -4.29850608       
2                 0.03950000        -78.37244468      -0.35511813       
3                 0.03950000        -78.30870580      -2.24367856       
4                 0.03950000        -78.32886080      -0.01759328       
5                 0.03950000        -78.25119908      -0.80072918       
6                 0.03950000        -78.24751876      -0.36945349       
7                 0.03950000        -78.17382332      -2.88115802       
8                 0.03950000        -78.17514979      -2.78411038       
9                 0.03950000        -78.15788301      -1.33412626       
10                0.03950000        -78.15758548      -1.31283100       
1                 0.04000000        -78.36647550      -4.35293300       
2                 0.04000000        -78.37239044      -0.35951874       
3                 0.04000000        -78.30870496      -2.27211478       
4                 0.04000000        -78.32885012      -0.01775657       
5                 0.04000000        -78.25121989      -0.81119054       
6                 0.04000000        -78.24756358      -0.37390682       
7                 0.04000000        -78.17382357      -2.91763076       
8                 0.04000000        -78.17514978      -2.81935321       
9                 0.04000000        -78.15788326      -1.35101259       
10                0.04000000        -78.15758549      -1.32944819       
1                 0.04050000        -78.36647515      -4.40735974       
2                 0.04050000        -78.37233633      -0.36392024       
3                 0.04050000        -78.30870414      -2.30055057       
4                 0.04050000        -78.32883979      -0.01792046       
5                 0.04050000        -78.25123993      -0.82164774       
6                 0.04050000        -78.24760865      -0.37836345       
7                 0.04050000        -78.17382382      -2.95410347       
8                 0.04050000        -78.17514977      -2.85459603       
9                 0.04050000        -78.15788350      -1.36789893       
10                0.04050000        -78.15758550      -1.34606539       
1                 0.04100000        -78.36647480      -4.46178629       
2                 0.04100000        -78.37228232      -0.36832260       
3                 0.04100000        -78.30870336      -2.32898594       
4                 0.04100000        -78.32882981      -0.01808495       
5                 0.04100000        -78.25125925      -0.83210095       
6                 0.04100000        -78.24765398      -0.38282322       
7                 0.04100000        -78.17382406      -2.99057615       
8                 0.04100000        -78.17514976      -2.88983883       
9                 0.04100000        -78.15788373      -1.38478529       
10                0.04100000        -78.15758551      -1.36268260       
1                 0.04150000        -78.36647447      -4.51621267       
2                 0.04150000        -78.37222838      -0.37272580       
3                 0.04150000        -78.30870260      -2.35742090       
4                 0.04150000        -78.32882016      -0.01825001       
5                 0.04150000        -78.25127787      -0.84255031       
6                 0.04150000        -78.24769959      -0.38728603       
7                 0.04150000        -78.17382429      -3.02704881       
8                 0.04150000        -78.17514975      -2.92508163       
9                 0.04150000        -78.15788396      -1.40167166       
10                0.04150000        -78.15758552      -1.37929983       
1                 0.04200000        -78.36647415      -4.57063888       
2                 0.04200000        -78.37217448      -0.37712978       
3                 0.04200000        -78.30870187      -2.38585548       
4                 0.04200000        -78.32881083      -0.01841562       
5                 0.04200000        -78.25129583      -0.85299597       
6                 0.04200000        -78.24774547      -0.39175176       
7                 0.04200000        -78.17382452      -3.06352145       
8                 0.04200000        -78.17514974      -2.96032441       
9                 0.04200000        -78.15788417      -1.41855805       
10                0.04200000        -78.15758553      -1.39591706       
1                 0.04250000        -78.36647384      -4.62506493       
2                 0.04250000        -78.37212060      -0.38153454       
3                 0.04250000        -78.30870116      -2.41428969       
4                 0.04250000        -78.32880180      -0.01858176       
5                 0.04250000        -78.25131316      -0.86343806       
6                 0.04250000        -78.24779164      -0.39622030       
7                 0.04250000        -78.17382474      -3.09999406       
8                 0.04250000        -78.17514973      -2.99556718       
9                 0.04250000        -78.15788438      -1.43544445       
10                0.04250000        -78.15758554      -1.41253430       
1                 0.04300000        -78.36647355      -4.67949082       
2                 0.04300000        -78.37206672      -0.38594003       
3                 0.04300000        -78.30870048      -2.44272353       
4                 0.04300000        -78.32879306      -0.01874843       
5                 0.04300000        -78.25132989      -0.87387672       
6                 0.04300000        -78.24783810      -0.40069154       
7                 0.04300000        -78.17382495      -3.13646665       
8                 0.04300000        -78.17514972      -3.03080995       
9                 0.04300000        -78.15788458      -1.45233087       
10                0.04300000        -78.15758554      -1.42915156       
1                 0.04350000        -78.36647326      -4.73391655       
2                 0.04350000        -78.37201280      -0.39034622       
3                 0.04350000        -78.30869982      -2.47115703       
4                 0.04350000        -78.32878460      -0.01891560       
5                 0.04350000        -78.25134604      -0.88431206       
6                 0.04350000        -78.24788487      -0.40516540       
7                 0.04350000        -78.17382515      -3.17293921       
8                 0.04350000        -78.17514971      -3.06605270       
9                 0.04350000        -78.15788478      -1.46921730       
10                0.04350000        -78.15758555      -1.44576882       
1                 0.04400000        -78.36647298      -4.78834214       
2                 0.04400000        -78.37195885      -0.39475310       
3                 0.04400000        -78.30869918      -2.49959019       
4                 0.04400000        -78.32877640      -0.01908327       
5                 0.04400000        -78.25136165      -0.89474420       
6                 0.04400000        -78.24793195      -0.40964177       
7                 0.04400000        -78.17382534      -3.20941176       
8                 0.04400000        -78.17514970      -3.10129545       
9                 0.04400000        -78.15788497      -1.48610375       
10                0.04400000        -78.15758556      -1.46238609       
1                 0.04450000        -78.36647271      -4.84276759       
2                 0.04450000        -78.37190482      -0.39916063       
3                 0.04450000        -78.30869857      -2.52802302       
4                 0.04450000        -78.32876846      -0.01925141       
5                 0.04450000        -78.25137673      -0.90517326       
6                 0.04450000        -78.24797935      -0.41412057       
7                 0.04450000        -78.17382553      -3.24588428       
8                 0.04450000        -78.17514970      -3.13653819       
9                 0.04450000        -78.15788515      -1.50299021       
10                0.04450000        -78.15758557      -1.47900337       
1                 0.04500000        -78.36647245      -4.89719290       
2                 0.04500000        -78.37185071      -0.40356879       
3                 0.04500000        -78.30869797      -2.55645554       
4                 0.04500000        -78.32876076      -0.01942002       
5                 0.04500000        -78.25139131      -0.91559934       
6                 0.04500000        -78.24802706      -0.41860172       
7                 0.04500000        -78.17382572      -3.28235679       
8                 0.04500000        -78.17514969      -3.17178092       
9                 0.04500000        -78.15788533      -1.51987668       
10                0.04500000        -78.15758558      -1.49562066       
1                 0.04550000        -78.36647220      -4.95161808       
2                 0.04550000        -78.37179649      -0.40797755       
3                 0.04550000        -78.30869739      -2.58488776       
4                 0.04550000        -78.32875330      -0.01958907       
5                 0.04550000        -78.25140542      -0.92602254       
6                 0.04550000        -78.24807511      -0.42308514       
7                 0.04550000        -78.17382590      -3.31882928       
8                 0.04550000        -78.17514968      -3.20702364       
9                 0.04550000        -78.15788550      -1.53676316       
10                0.04550000        -78.15758558      -1.51223795       
1                 0.04600000        -78.36647196      -5.00604313       
2                 0.04600000        -78.37174215      -0.41238690       
3                 0.04600000        -78.30869683      -2.61331968       
4                 0.04600000        -78.32874607      -0.01975856       
5                 0.04600000        -78.25141906      -0.93644296       
6                 0.04600000        -78.24812350      -0.42757075       
7                 0.04600000        -78.17382607      -3.35530174       
8                 0.04600000        -78.17514967      -3.24226636       
9                 0.04600000        -78.15788567      -1.55364965       
10                0.04600000        -78.15758559      -1.52885525       
1                 0.04650000        -78.36647172      -5.06046805       
2                 0.04650000        -78.37168768      -0.41679680       
3                 0.04650000        -78.30869629      -2.64175131       
4                 0.04650000        -78.32873906      -0.01992848       
5                 0.04650000        -78.25143227      -0.94686069       
6                 0.04650000        -78.24817223      -0.43205848       
7                 0.04650000        -78.17382624      -3.39177419       
8                 0.04650000        -78.17514967      -3.27750906       
9                 0.04650000        -78.15788583      -1.57053616       
10                0.04650000        -78.15758560      -1.54547257       
1                 0.04700000        -78.36647149      -5.11489285       
2                 0.04700000        -78.37163306      -0.42120723       
3                 0.04700000        -78.30869577      -2.67018268       
4                 0.04700000        -78.32873225      -0.02009882       
5                 0.04700000        -78.25144506      -0.95727582       
6                 0.04700000        -78.24822131      -0.43654827       
7                 0.04700000        -78.17382640      -3.42824662       
8                 0.04700000        -78.17514966      -3.31275176       
9                 0.04700000        -78.15788599      -1.58742267       
10                0.04700000        -78.15758560      -1.56208988       
1                 0.04750000        -78.36647127      -5.16931754       
2                 0.04750000        -78.37157826      -0.42561818       
3                 0.04750000        -78.30869526      -2.69861377       
4                 0.04750000        -78.32872564      -0.02026955       
5                 0.04750000        -78.25145745      -0.96768843       
6                 0.04750000        -78.17382656      -3.46471904       
7                 0.04750000        -78.24827074      -0.44104004       
8                 0.04750000        -78.17514965      -3.34799445       
9                 0.04750000        -78.15788614      -1.60430920       
10                0.04750000        -78.15758561      -1.57870721       
1                 0.04800000        -78.36647106      -5.22374212       
2                 0.04800000        -78.37152329      -0.43002963       
3                 0.04800000        -78.30869477      -2.72704461       
4                 0.04800000        -78.32871923      -0.02044068       
5                 0.04800000        -78.25146945      -0.97809861       
6                 0.04800000        -78.17382671      -3.50119144       
7                 0.04800000        -78.24832053      -0.44553375       
8                 0.04800000        -78.17514965      -3.38323714       
9                 0.04800000        -78.15788629      -1.62119574       
10                0.04800000        -78.15758562      -1.59532454       
1                 0.04850000        -78.36647085      -5.27816658       
2                 0.04850000        -78.37146813      -0.43444154       
3                 0.04850000        -78.30869429      -2.75547519       
4                 0.04850000        -78.32871300      -0.02061218       
5                 0.04850000        -78.25148109      -0.98850643       
6                 0.04850000        -78.17382686      -3.53766382       
7                 0.04850000        -78.17514964      -3.41847982       
8                 0.04850000        -78.24837068      -0.45002932       
9                 0.04850000        -78.15788643      -1.63808228       
10                0.04850000        -78.15758562      -1.61194188       
1                 0.04900000        -78.36647065      -5.33259094       
2                 0.04900000        -78.37141276      -0.43885391       
3                 0.04900000        -78.30869383      -2.78390554       
4                 0.04900000        -78.32870695      -0.02078406       
5                 0.04900000        -78.25149236      -0.99891197       
6                 0.04900000        -78.17382700      -3.57413618       
7                 0.04900000        -78.17514964      -3.45372249       
8                 0.04900000        -78.24842120      -0.45452671       
9                 0.04900000        -78.15788657      -1.65496884       
10                0.04900000        -78.15758563      -1.62855922       
1                 0.04950000        -78.36647045      -5.38701519       
2                 0.04950000        -78.37135717      -0.44326672       
3                 0.04950000        -78.30869338      -2.81233565       
4                 0.04950000        -78.32870107      -0.02095630       
5                 0.04950000        -78.25150330      -1.00931529       
6                 0.04950000        -78.17382714      -3.61060853       
7                 0.04950000        -78.17514963      -3.48896516       
8                 0.04950000        -78.24847210      -0.45902586       
9                 0.04950000        -78.15788670      -1.67185540       
10                0.04950000        -78.15758563      -1.64517657       
1                 0.05000000        -78.36647027      -5.44143935       
2                 0.05000000        -78.37130136      -0.44767994       
3                 0.05000000        -78.30869294      -2.84076553       
4                 0.05000000        -78.32869536      -0.02112889       
5                 0.05000000        -78.17382728      -3.64708087       
6                 0.05000000        -78.25151391      -1.01971648       
7                 0.05000000        -78.17514962      -3.52420782       
8                 0.05000000        -78.24852338      -0.46352672       
9                 0.05000000        -78.15788683      -1.68874197       
10                0.05000000        -78.15758564      -1.66179393       
