30
 -5.81490446547514e-02    3.89645754174513e-02
 -2.89280260930785e-01    1.33919069850822e-01
  7.66245537699339e-01    0.00000000000000e+00
 -4.71515555868660e-01   -2.39180550991544e-01
 -1.93369383755284e-02    4.40716911545913e-03
  5.59270588585681e-02   -1.29619781903074e-01
  3.92871612594594e-04   -1.37297198656673e-03
  3.67295050068626e-03    5.98707830527396e-02
  5.77029988244606e-05   -7.32741559133241e-04
  1.93416699914664e-05   -6.39609969395291e-04
 -4.79544430499274e-05    4.61412833547226e-04
 -1.61462367678747e-03   -3.67337013510483e-02
 -2.25777782744957e-05   -8.08529293214677e-04
 -9.36430348906144e-04   -1.54464436041508e-03
 -1.02795529298006e-04   -6.40508137156789e-04
  9.47191567342087e-05    9.24895205251300e-04
  2.94996152614093e-04    1.28295743520565e-05
 -2.06827420061773e-04   -2.91444539503419e-04
 -4.37796984382020e-04   -1.41086767070908e-03
 -6.47590052267010e-04   -7.62327052641499e-04
 -5.34344727110373e-04   -5.09620705820378e-04
 -1.53902468797130e-02   -2.31396353339864e-02
 -2.90900124539285e-03   -4.38409090886054e-03
  1.35518965225645e-02    1.92862318593663e-02
 -8.50819548418525e-04   -1.61422295336312e-03
  4.60536566486001e-03    6.23841964142303e-03
  6.11443630676570e-03    8.20857035787663e-03
  2.10129127751827e-03    1.83152077035413e-03
  4.80750901655899e-05    3.57267118526010e-04
 -1.55143687284372e-04   -2.28946694127251e-04
