  -6.4469498755085198e+01   7.2598067943276612e-02   2.1610223166006479e+00   8.5488818171236396e+00   1.9608100539521298e+00   5.9400681829636801e-02  -3.6133640134804823e+00  -2.8642207933104388e+01  -1.4817355401399221e+00  -1.0084280983185462e+01  -3.8098803892961308e-01   6.1970508477939665e+00
   7.2598067943276612e-02  -4.3136650120791913e+01  -6.4962036156474834e-02   1.7071895416797114e-01   5.4821995653458799e-01  -3.3779577664553486e+01   4.3371306065135029e-01  -1.3666721311735883e+00   2.4096773701848186e+01   1.9487590101107422e-01  -9.4433878885381937e+00  -2.6642734875231577e-01
   2.1610223166006479e+00  -6.4962036156474834e-02  -4.1278968592543471e+01  -7.7041911627363113e+00  -9.1498910255292660e+00  -3.5359345457241606e-02   1.9292219173296279e+00   8.1719838869814119e+00   4.9883146404596246e-01  -1.2861979582981593e+01   2.7906129190772305e-01  -7.0104562127638133e+00
   8.5488818171236396e+00   1.7071895416797114e-01  -7.7041911627363113e+00  -3.8546505599068858e+01   3.9816729982287757e-01   1.3229114314005280e-01   4.3934441575283190e+00   1.0730309845309549e+01   4.1167354873333661e-01   4.8867806578763009e+00  -2.6699265043266087e-03  -3.2555389211577523e+00
   1.9608100539521298e+00   5.4821995653458799e-01  -9.1498910255292660e+00   3.9816729982287757e-01  -7.6140971016154793e+01  -2.5892380008710175e-01  -1.2664572957436073e+01   7.8098033577916786e+00   5.7590946373210483e-01  -2.0334913740204527e+01  -3.8691531159216225e-02  -1.6694288744979988e+00
   5.9400681829636801e-02  -3.3779577664553486e+01  -3.5359345457241606e-02   1.3229114314005280e-01  -2.5892380008710175e-01  -6.1961719097933084e+01   2.1827750106549898e-01  -9.5017585795841941e-01   1.8406579519730023e+01  -1.8504172308196737e-01   3.1842979957631288e+00   6.0288949068756204e-02
  -3.6133640134804823e+00   4.3371306065135029e-01   1.9292219173296279e+00   4.3934441575283190e+00  -1.2664572957436073e+01   2.1827750106549898e-01  -2.8572078316797970e+01  -2.3291472578295620e+00  -1.2779606451616404e-01  -1.8952677523807953e+01   3.9691828644195881e-01  -8.7491386070571302e+00
  -2.8642207933104388e+01  -1.3666721311735883e+00   8.1719838869814119e+00   1.0730309845309549e+01   7.8098033577916786e+00  -9.5017585795841941e-01  -2.3291472578295620e+00  -4.5900370767932444e+01  -9.3869329491137660e-02   1.3713594227735941e+00  -1.7373680556173139e+00   6.0515778817907133e+00
  -1.4817355401399221e+00   2.4096773701848186e+01   4.9883146404596246e-01   4.1167354873333661e-01   5.7590946373210483e-01   1.8406579519730023e+01  -1.2779606451616404e-01  -9.3869329491137660e-02  -4.4774069891749782e+01   2.2658124462569379e-01   2.4632255265133907e+01   1.2361971669031622e+00
  -1.0084280983185462e+01   1.9487590101107422e-01  -1.2861979582981593e+01   4.8867806578763009e+00  -2.0334913740204527e+01  -1.8504172308196737e-01  -1.8952677523807953e+01   1.3713594227735941e+00   2.2658124462569379e-01  -3.7669952854718673e+01   6.2518798454387281e-01  -1.4493173932510935e+01
  -3.8098803892961308e-01  -9.4433878885381937e+00   2.7906129190772305e-01  -2.6699265043266087e-03  -3.8691531159216225e-02   3.1842979957631288e+00   3.9691828644195881e-01  -1.7373680556173139e+00   2.4632255265133907e+01   6.2518798454387281e-01  -2.7859362907536145e+01  -7.8436266048796791e-02
   6.1970508477939665e+00  -2.6642734875231577e-01  -7.0104562127638133e+00  -3.2555389211577523e+00  -1.6694288744979988e+00   6.0288949068756204e-02  -8.7491386070571302e+00   6.0515778817907133e+00   1.2361971669031622e+00  -1.4493173932510935e+01  -7.8436266048796791e-02  -2.2342413468444839e+01
