28
  2.35368212821517e-03    8.90415022433382e-03
 -4.59505465731944e-02    2.60458367299158e-02
  2.04352245848185e-02   -2.24180200925047e-02
  3.13422516614263e-01   -1.37328981272487e-01
  7.82489197099729e-01    0.00000000000000e+00
  3.00210832100885e-02    1.50336127131722e-02
 -4.37662492836702e-01   -2.19080817653971e-01
 -1.15633373954343e-02    1.34637380049532e-03
 -2.19871171151491e-02   -3.07944280227823e-03
  9.63091073174761e-04   -9.82230232179455e-04
 -6.54352907101105e-02    1.22923892692484e-01
  1.13615237419233e-03   -6.91132928067817e-02
 -4.51956081767198e-03   -9.42259928457671e-03
  7.04278825404291e-04   -5.06222929025353e-03
 -3.59875422999244e-04    1.30340810551143e-03
 -3.76562302249809e-04   -2.71539247983948e-03
  7.74730474188056e-05   -1.84194722765966e-02
  9.44915752194121e-06    4.29710308417990e-04
  5.12326765017308e-03    2.81810962634367e-02
  2.07647441557498e-04    2.18351424504906e-04
  2.22598542467367e-04    5.21780213578128e-04
  3.19057351128102e-03    5.83842221305443e-03
 -1.90346801929841e-04   -6.99879420364699e-04
  1.01964247815142e-05   -1.85646280311600e-04
 -4.01932764716493e-04   -2.26776994577893e-04
  1.05207450566036e-04   -1.85762310048419e-04
  3.12300695874727e-04    3.38370682830403e-04
 -3.80387618656125e-04   -1.20435515086913e-04
