L z 0 1 2 3 4 5 6 7 8 9
3.24 0.555556 0.301252 0.637823 1.942156 3.378701 4.359712 4.730539 4.926911 6.831304 7.303993 7.413371
2.9388 0.583333 0.320299 0.661557 1.952500 3.544736 4.383493 4.741886 5.081512 6.891987 7.321299 7.399988
2.6777 0.611111 0.345489 0.689507 1.968786 3.715443 4.408278 4.757323 5.247641 6.954441 7.338961 7.391112
2.4499 0.638889 0.376878 0.721694 1.991686 3.890908 4.436432 4.777248 5.422825 7.019558 7.355736 7.388348
2.25 0.666667 0.414097 0.757741 2.021380 4.070803 4.469653 4.802371 5.605306 7.088548 7.368565 7.394981
2.0736 0.694444 0.456223 0.796748 2.057390 4.254266 4.509144 4.833421 5.793415 7.162598 7.377697 7.410675
1.9172 0.722222 0.501938 0.837474 2.098641 4.439981 4.555278 4.870592 5.985376 7.242172 7.387701 7.429910
1.7778 0.75 0.549937 0.878710 2.143799 4.607269 4.626596 4.913196 6.179504 7.326515 7.399535 7.449368
1.6531 0.777778 0.599255 0.919562 2.191659 4.663890 4.812371 4.960214 6.374398 7.410521 7.415307 7.467107
1.541 0.805556 0.649294 0.959442 2.241342 4.723452 4.986251 5.020553 6.568948 7.423127 7.481980 7.502906
1.44 0.833333 0.699705 0.997961 2.292320 4.784814 5.053590 5.187083 6.762231 7.433117 7.494222 7.591405
1.3486 0.861111 0.750298 1.034880 2.344337 4.847203 5.103983 5.369104 6.953334 7.441904 7.504735 7.628612
1.2656 0.888889 0.800957 1.070067 2.397289 4.910152 5.153234 5.550159 7.140981 7.450108 7.515277 7.627491
1.1901 0.916667 0.851614 1.103482 2.451134 4.973390 5.201620 5.729591 7.321569 7.458346 7.529762 7.626186
1.1211 0.944444 0.902228 1.135143 2.505844 5.036760 5.249114 5.907218 7.464826 7.471196 7.574272 7.624917
1.058 0.972222 0.952779 1.165114 2.561391 5.100174 5.295699 6.082926 7.476152 7.517413 7.623062 7.715349
1.0 1.0 1.003249 1.193472 2.617725 5.163564 5.341364 6.256587 7.486519 7.534250 7.621766 7.883114
0.9467 1.027778 1.053623 1.220307 2.674786 5.226876 5.386113 6.428027 7.497976 7.547757 7.620496 7.993541
0.8975 1.055556 1.103889 1.245711 2.732509 5.290066 5.429962 6.596989 7.510739 7.561223 7.619374 8.024325
0.8521 1.083333 1.154035 1.269774 2.790820 5.353084 5.472928 6.763076 7.525097 7.575424 7.618462 8.039106
0.81 1.111111 1.204061 1.292592 2.849656 5.415891 5.515052 6.925604 7.541576 7.590598 7.617865 8.046617
0.771 1.138889 1.253955 1.314250 2.908946 5.478413 5.556392 7.083249 7.561251 7.606383 7.618133 8.054333
0.7347 1.166667 1.303711 1.334828 2.968620 5.540510 5.597078 7.233079 7.586663 7.615108 7.627094 8.062344
0.7009 1.194444 1.353312 1.354411 3.028612 5.601754 5.637529 7.367824 7.615715 7.624569 7.645900 8.070726
0.6694 1.222222 1.373052 1.402783 3.088868 5.659890 5.680012 7.471829 7.616200 7.665678 7.690806 8.079566
0.64 1.25 1.390839 1.452091 3.149331 5.706925 5.732515 7.535377 7.616740 7.688534 7.791606 8.088954
0.6125 1.277778 1.407828 1.501240 3.209947 5.746011 5.791886 7.573895 7.617506 7.712894 7.910913 8.098990
0.5867 1.305556 1.424076 1.550224 3.270667 5.782912 5.852361 7.602430 7.618534 7.739120 8.030016 8.109785
0.5625 1.333333 1.439637 1.599037 3.331442 5.818681 5.912887 7.619714 7.627212 7.767363 8.121423 8.138393
0.5398 1.361111 1.454565 1.647682 3.392242 5.853570 5.973231 7.621279 7.650281 7.797767 8.134099 8.230593
0.5184 1.388889 1.468907 1.696153 3.453025 5.887674 6.033303 7.623051 7.672719 7.830451 8.147868 8.307251
0.4983 1.416667 1.482709 1.744447 3.513756 5.921046 6.093058 7.625050 7.694868 7.865506 8.162847 8.373182
0.4793 1.444444 1.496017 1.792559 3.574402 5.953725 6.152470 7.627255 7.716849 7.902954 8.179107 8.433359
0.4614 1.472222 1.508877 1.840495 3.634946 5.985756 6.211532 7.629637 7.738652 7.942728 8.196664 8.491122
0.4444 1.5 1.521335 1.888251 3.695360 6.017176 6.270235 7.632154 7.760177 7.984594 8.215440 8.548314
0.4284 1.527778 1.533435 1.935829 3.755624 6.048030 6.328577 7.634756 7.781268 8.028112 8.235228 8.605775
0.4133 1.555556 1.545226 1.983229 3.815721 6.078368 6.386562 7.637385 7.801738 8.072569 8.255651 8.663650
0.3989 1.583333 1.556751 2.030451 3.875635 6.108244 6.444198 7.639975 7.821383 8.116949 8.276131 8.721539
0.3853 1.611111 1.568058 2.077503 3.935365 6.137718 6.501509 7.642459 7.840005 8.159948 8.295904 8.778607
0.3723 1.638889 1.579187 2.124387 3.994899 6.166847 6.558511 7.644774 7.857425 8.200038 8.314061 8.833636
0.36 1.666667 1.590172 2.171101 4.054231 6.195681 6.615225 7.646865 7.873496 8.235637 8.329662 8.885157
