L z 0 1 2 3 4 5 6 7 8 9
2.4694 0.636364 0.843595 1.045895 1.177092 1.905252 2.114819 2.246437 3.371860 3.765926 4.391403 4.718331
2.1704 0.678788 0.874047 1.090735 1.229182 2.004667 2.171983 2.357219 3.511339 3.854081 4.629638 4.739704
1.9225 0.721212 0.904228 1.134999 1.280457 2.100807 2.227132 2.464437 3.648472 3.936546 4.748710 4.866166
1.7149 0.763636 0.934297 1.178760 1.330934 2.188363 2.286523 2.567818 3.782186 4.015584 4.748537 5.099658
1.5391 0.806061 0.964377 1.222063 1.380599 2.257477 2.360773 2.667065 3.911346 4.092987 4.741801 5.146889
1.389 0.848485 0.994569 1.264951 1.429432 2.307755 2.450905 2.761924 4.034634 4.170164 4.731360 5.181736
1.2599 0.890909 1.024940 1.307464 1.477406 2.347966 2.548664 2.852206 4.150239 4.248178 4.720515 5.216325
1.148 0.933333 1.055527 1.349637 1.524487 2.383145 2.649446 2.937825 4.255281 4.327740 4.713664 5.250689
1.0503 0.975758 1.086335 1.391499 1.570638 2.415428 2.751477 3.018802 4.344816 4.409172 4.717314 5.284853
0.9646 1.018182 1.117338 1.433067 1.615823 2.445932 2.853940 3.095243 4.411461 4.492739 4.740132 5.318834
0.889 1.060606 1.148490 1.474347 1.660003 2.475371 2.956336 3.167282 4.450561 4.578849 4.787582 5.352642
0.8219 1.10303 1.179735 1.515336 1.703142 2.504238 3.058311 3.235062 4.467558 4.667569 4.855108 5.386290
0.7622 1.145455 1.211015 1.556024 1.745196 2.532857 3.159551 3.298732 4.472517 4.758788 4.933438 5.419781
0.7087 1.187879 1.242276 1.596400 1.786121 2.561444 3.259726 3.358546 4.472598 4.852413 5.015941 5.443162
0.6607 1.230303 1.273474 1.636458 1.825873 2.590140 3.358150 3.415212 4.471548 4.948342 5.099166 5.460524
0.6173 1.272727 1.304573 1.676192 1.864410 2.619045 3.449473 3.474199 4.471151 5.046441 5.181433 5.477643
0.5782 1.315152 1.335545 1.715597 1.901697 2.648229 3.509644 3.559747 4.472205 5.146528 5.261856 5.494666
0.5426 1.357576 1.366371 1.754667 1.937706 2.677736 3.556583 3.654173 4.475010 5.248390 5.339766 5.511956
0.5102 1.4 1.397040 1.793397 1.972421 2.707591 3.599673 3.748348 4.479616 5.351797 5.413991 5.530598
0.4806 1.442424 1.427550 1.831781 2.005835 2.737796 3.639996 3.841437 4.485957 5.456474 5.480451 5.554722
0.4536 1.484848 1.457902 1.869812 2.037954 2.768339 3.677990 3.933208 4.493942 5.526540 5.562297 5.596856
0.4287 1.527273 1.488101 1.907481 2.068793 2.799191 3.713965 4.023488 4.503520 5.551420 5.657269 5.669318
0.4059 1.569697 1.518159 1.944782 2.098379 2.830309 3.748173 4.112023 4.514760 5.568573 5.723454 5.748043
0.3848 1.612121 1.548084 1.981707 2.126748 2.861638 3.780836 4.198329 4.527990 5.583109 5.775739 5.796739
0.3653 1.654545 1.577890 2.018249 2.153945 2.893117 3.812147 4.281400 4.544089 5.596341 5.809730 5.862456
0.3473 1.69697 1.607588 2.054400 2.180021 2.924675 3.842279 4.359029 4.565164 5.608712 5.842014 5.928983
0.3305 1.739394 1.637191 2.090153 2.205033 2.956237 3.871382 4.426642 4.595711 5.620415 5.873911 5.995014
0.315 1.781818 1.666708 2.125499 2.229042 2.987726 3.899590 4.478022 4.641887 5.631553 5.905596 6.060418
0.3005 1.824242 1.696151 2.160434 2.252113 3.019065 3.927027 4.512297 4.704537 5.642196 5.937119 6.125216
0.287 1.866667 1.725527 2.194949 2.274311 3.050174 3.953797 4.535480 4.777620 5.652399 5.968503 6.189454
0.2744 1.909091 1.754842 2.229036 2.295705 3.080977 3.979997 4.552972 4.855726 5.662208 5.999757 6.253184
0.2626 1.951515 1.784099 2.262683 2.316365 3.111400 4.005711 4.567523 4.936102 5.671668 6.030888 6.316430
0.2515 1.993939 1.813302 2.295871 2.336368 3.141374 4.031015 4.580412 5.017475 5.680827 6.061901 6.379130
0.2412 2.036364 1.842449 2.328553 2.355818 3.170835 4.055978 4.592270 5.099215 5.689736 6.092801 6.440761
0.2314 2.078788 1.871539 2.360518 2.374980 3.199722 4.080659 4.603444 5.180972 5.698453 6.123592 6.494937
0.2222 2.121212 1.900563 2.389369 2.396292 3.227979 4.105111 4.614145 5.262510 5.707054 6.154273 6.519065
0.2136 2.163636 1.929522 2.409336 2.425589 3.255566 4.129387 4.624516 5.343650 5.715650 6.184855 6.535220
0.2055 2.206061 1.958405 2.427030 2.456297 3.282439 4.153528 4.634661 5.424154 5.724419 6.215338 6.550875
0.1978 2.248485 1.987201 2.444132 2.486776 3.308565 4.177573 4.644667 5.503624 5.733724 6.245725 6.566664
0.1905 2.290909 2.015899 2.460840 2.516865 3.333917 4.201556 4.654602 5.581117 5.744478 6.276020 6.582712
0.1837 2.333333 2.044484 2.477231 2.546524 3.358477 4.225509 4.664530 5.653553 5.759742 6.306226 6.599050
