L z 0 1 2 3 4 5 6 7 8 9
0.3265 1.75 1.511045 3.268735 5.794144 6.328527 6.552492 7.048122 7.839322 7.973195 8.611214 8.835199
0.3415 1.711111 1.496254 3.205340 5.698882 6.258134 6.482928 6.926405 7.762713 7.959939 8.514639 8.739467
0.2754 1.905556 1.563603 3.522390 6.197385 6.585615 6.827322 7.534085 8.037777 8.135536 8.984115 9.225823
0.6881 1.205556 1.192667 2.409359 4.559765 5.173473 5.410265 5.499853 6.656562 7.104419 7.225381 7.532888
0.5102 1.4 1.342465 2.706674 4.985477 5.616878 5.899392 5.972869 7.107130 7.708474 7.879059 7.992339
0.572 1.322222 1.289705 2.586408 4.816177 5.440288 5.742647 5.743685 6.930367 7.501339 7.729134 7.807936
1.148 0.933333 0.782716 1.952878 3.890187 4.733611 4.747525 5.008865 5.569718 6.049732 6.623927 6.717574
0.4347 1.516667 1.409015 2.891008 5.244834 5.871840 6.125516 6.324543 7.362406 7.905292 8.015901 8.269912
1.6531 0.777778 0.353285 1.610631 3.732205 4.557700 4.574831 4.687128 5.137615 5.857747 6.028188 6.634057
0.2354 2.061111 1.607945 3.774452 6.648259 6.806081 7.097116 8.011161 8.127203 8.417122 9.335911 9.626945
0.2445 2.022222 1.597477 3.711684 6.530522 6.754067 7.030231 7.893147 8.102188 8.347980 9.249779 9.525942
0.2035 2.216667 1.646767 4.023436 6.996309 7.139901 7.359921 8.239855 8.473769 8.686073 9.669923 9.768635
0.2542 1.983333 1.586626 3.648739 6.416135 6.700062 6.962948 7.774247 8.078962 8.278027 9.162482 9.425366
0.6072 1.283333 1.260106 2.527066 4.731803 5.351003 5.630985 5.662567 6.840122 7.395101 7.536392 7.715932
0.3576 1.672222 1.480682 3.142046 5.605341 6.185335 6.412879 6.804944 7.685006 7.947584 8.416852 8.644451
0.19 2.294444 1.664888 4.146570 7.082056 7.374499 7.488167 8.293815 8.699760 8.816333 9.769100 9.831313
0.1966 2.255556 1.655906 4.085118 7.039893 7.260300 7.424318 8.267912 8.587169 8.751536 9.751051 9.769064
0.6457 1.244444 1.227910 2.468121 4.646717 5.261784 5.519763 5.581535 6.748778 7.274603 7.356519 7.624176
0.3125 1.788889 1.525120 3.332181 5.891358 6.396468 6.621663 7.169924 7.914872 7.987472 8.706490 8.931696
1.4994 0.816667 0.467722 1.698447 3.746781 4.593008 4.697343 4.816724 5.058721 5.890208 6.134511 6.655544
0.4579 1.477778 1.388266 2.829090 5.157489 5.788490 6.051305 6.206370 7.278634 7.896125 7.913868 8.177207
0.7862 1.127778 1.110515 2.290813 4.374182 5.004763 5.197782 5.336751 6.471152 6.697752 7.029616 7.353532
1.058 0.972222 0.868151 2.028907 3.972187 4.762941 4.819985 5.052040 5.809059 6.122779 6.753084 6.869246
0.2645 1.944444 1.575348 3.585632 6.305127 6.643946 6.895298 7.654522 8.057517 8.207222 9.073946 9.325296
1.25 0.894444 0.686063 1.871684 3.824740 4.679513 4.722679 4.990391 5.323642 5.986046 6.425211 6.693709
0.2108 2.177778 1.637440 3.961527 6.951229 7.016357 7.294989 8.210857 8.359518 8.619930 9.587894 9.764333
0.2268 2.1 1.618067 3.837025 6.769025 6.856210 7.163560 8.128235 8.153885 8.485477 9.420937 9.705296
0.7347 1.166667 1.153792 2.350431 4.469411 5.087250 5.302806 5.418003 6.563834 6.905332 7.122886 7.442459
1.3662 0.855556 0.579977 1.786249 3.777102 4.629672 4.710491 5.001918 5.075891 5.932804 6.264656 6.674923
0.3934 1.594444 1.446902 3.015984 5.422657 6.032836 6.270878 6.563408 7.526142 7.925179 8.218084 8.456263
0.3748 1.633333 1.464259 3.078911 5.513329 6.110208 6.342240 6.683903 7.606166 7.936029 8.317962 8.550082
0.2186 2.138889 1.627886 3.899387 6.892124 6.904559 7.229527 8.181942 8.244351 8.553071 9.504914 9.737911
0.4133 1.555556 1.428521 2.953327 5.333195 5.953338 6.198675 6.443586 7.444900 7.914957 8.117351 8.362903
0.1837 2.333333 1.673742 4.207788 7.122872 7.479170 7.551461 8.316317 8.811554 8.880485 9.769024 9.906630
0.483 1.438889 1.366136 2.767628 5.071064 5.703437 5.975948 6.089121 7.193545 7.811360 7.887398 8.084701
0.9781 1.011111 0.942286 2.099855 4.067236 4.804495 4.904970 5.111539 6.040959 6.203418 6.803321 7.108980
0.2993 1.827778 1.538537 3.395633 5.990784 6.461944 6.690505 7.291633 7.989400 8.002900 8.800409 9.028976
0.8434 1.088889 1.061794 2.229790 4.273661 4.928215 5.095745 5.257251 6.379319 6.484598 6.944010 7.267122
0.907 1.05 1.006270 2.166475 4.169785 4.860417 4.997632 5.181288 6.265751 6.289686 6.867735 7.184811
0.287 1.866667 1.551348 3.459045 6.092692 6.524972 6.759052 7.413070 8.019618 8.062939 8.892946 9.127027
0.5398 1.361111 1.317065 2.646265 4.900594 5.529058 5.821618 5.857692 7.019395 7.605227 7.871054 7.900086
