  -5.0015686461283394e+01   3.5130305372524433e+01   2.7056374708943949e+01   2.0142692830389763e+01  -3.9295765335943900e-01  -3.2668398033058660e-01  -3.1118902348396784e-02   2.4894765507605589e-02  -2.8995242431615019e-03   3.7043704563536473e-01  -2.3245408126207165e-02  -1.3638033728872670e-02  -7.4582674375352087e-01   5.1030124724133902e-02   5.0472431605375540e-02  -4.5683914624143750e-02  -3.2699822937725298e-01  -1.8533444088218809e-01  -2.0484810701166595e-01  -3.7618947768098798e-01   5.1017627433482104e+00   1.9035671389734203e+00  -4.6046746818977125e-01  -2.1317208040825392e-01  -1.5948094161567844e-01   1.1744081002574908e-01  -9.3837270924738383e-02  -8.5754553803291667e-02
   3.5130305372524433e+01  -5.6668265904572422e+01  -2.1882383982795872e+01  -1.1291390238165535e+00   1.3693387667744894e+01   5.3408889329825495e+00   2.0486372564921312e-01  -9.2260205649507460e-02   3.6937611344454391e-02  -1.3559420677851719e+00   6.7249463636091744e-02   4.6472401419478615e-02   1.3825092165708046e+00  -1.1692127431018573e-01  -1.0917410947368819e-01   8.9951305083101257e-02   5.1989419171562101e-01   3.7081069627325147e-01   3.9968256044144901e-01   6.1737703887470063e-01  -8.4943369582485300e+00  -3.1275189258051750e+00   8.8678468455484905e-01   2.8077147073196840e-01   5.7939684051073442e-02  -2.4210839129441558e-01   1.3555382168658464e-01  -1.1109738727412082e-01
   2.7056374708943949e+01  -2.1882383982795872e+01  -3.3807326245698434e+01  -2.6416443339851227e+01   2.0252282310659924e+00   2.5654396604069736e+00   7.3467246979063330e-02  -4.6228536650103610e-02  -3.7247399036348813e-02  -3.1595178083223709e+00   4.5433000915629192e-02   2.4311884632929204e-02   3.2504770815348838e+00  -5.2279745715085077e-02  -7.8075348426359797e-02  -4.7564657799997342e-02   3.6601092005545788e-01   1.9976771989617842e-01   3.4783708154423160e-01   7.2766572714450550e-01  -8.4580597198013674e+00  -3.2793263582469434e+00   1.1335459474777523e+00   3.8102526434933537e-01   1.3121884108191789e-01  -3.3776520899762175e-01   6.7760996280681540e-01  -5.6568540666892553e-01
   2.0142692830389763e+01  -1.1291390238165535e+00  -2.6416443339851227e+01  -5.1443001283970268e+01  -1.6673705242605550e+01  -7.9193720659928282e+00  -2.4528381628106463e-01   8.0166079307811888e-02   3.2428614036985111e-02   3.4032540260648525e+00  -3.4920231462679120e-02   1.4701835492842469e-03  -9.2670276889797076e-01   1.5994273694922517e-01  -1.1334565463271246e-02   1.6707357947679295e-02   1.4640947643596350e-01   2.4218108398709554e-01   3.3132123945930980e-01   4.6740245866789687e-01  -7.1137339072196859e+00  -2.6102960710535497e+00   1.0235296392752982e+00   3.6312605293293737e-01   1.2124665805662738e-01  -2.6527614088521945e-01   5.4903339008883378e-01  -4.1898875093511256e-01
  -3.9295765335943900e-01   1.3693387667744894e+01   2.0252282310659924e+00  -1.6673705242605550e+01  -5.0545024829483296e+01   1.1954555726228081e+01   1.7305902900775227e-01   6.9086948372091367e-02  -2.9386105782968230e-01  -8.6215990528542452e+00  -1.6225215620036992e-01  -3.8259604670117398e-01  -1.5739684140000245e+01   8.4713500867295277e-01   1.4382383353826766e-01   3.1092528409764056e-03  -7.0739493908607787e-01  -3.1821475603213034e-01  -3.2366589121705519e-01  -1.0304436232642904e+00   1.1343363253376477e+01   4.4539775891368159e+00  -1.3973478375683235e+00  -3.9612104483624611e-01  -3.8957817219471003e-02   4.8723355896815640e-01  -5.3661280387190158e-01   4.5162451047177843e-01
  -3.2668398033058660e-01   5.3408889329825495e+00   2.5654396604069736e+00  -7.9193720659928282e+00   1.1954555726228081e+01  -7.2160787338689005e+01   5.4445640915489327e-02   1.7100096088652671e-02   3.9495722730597072e-01   1.9562450412135632e+01  -1.2075565952683551e-01  -4.1807857490445910e-01   3.2724868417257056e+01  -2.3455473051655948e+00   1.9612296745898190e-03  -2.1158854319368850e-01   3.8803868395714258e-01  -5.1238238572135764e-01  -1.0936850219851708e+00  -2.4789713467237275e-02   1.0648401621497007e+01   3.0993512072332461e+00  -1.6354966354163287e+00  -9.3467154579516509e-01  -6.2469431766527261e-01  -2.0843890282251604e-01  -8.8168023297943166e-01   2.3324540137875299e-01
  -3.1118902348396784e-02   2.0486372564921312e-01   7.3467246979063330e-02  -2.4528381628106463e-01   1.7305902900775227e-01   5.4445640915489327e-02  -6.7948899690060387e+01  -4.8776534050607112e-02   1.3530961564350079e+00   5.3009652979695454e-02   1.6838707587477820e+01   4.2596415919397515e+01   2.7147502983387528e-01   2.8479012028594741e-01   5.3777338910290675e+00   1.7380564302424883e-01   7.3639126605765978e-02  -6.9435813389863710e-02   1.8833970870365135e+00  -1.0373296793064902e+01   3.0224214754308054e+00  -8.9234292274989642e+00   2.1914333728977980e-01  -4.5878011120237183e-01  -7.7022497579679466e-02   2.2532231824306317e-01   3.9368533323533739e-01  -8.3372631337957484e-02
   2.4894765507605589e-02  -9.2260205649507460e-02  -4.6228536650103610e-02   8.0166079307811888e-02   6.9086948372091367e-02   1.7100096088652671e-02  -4.8776534050607112e-02  -4.1969640784307785e+01  -1.4938404618319355e+01   3.6427614091233285e-01   2.2919339161007734e+01  -3.0465652580792564e+00   4.5574741575148472e-02  -6.2262715410860425e-01   2.8789111730919707e+01   1.0359591306921097e+00   5.0525923254129035e-01   1.3623530721780006e-01   1.3517498370478294e+00  -9.4573926202796414e+00   2.5253800427925350e+00  -9.8428957981017824e+00   4.2913563495150464e-01  -1.1540556138053246e+00   2.4033123955194899e-01  -3.2752803172419470e-01  -8.2750130606464878e-01   9.5430690149099184e-01
  -2.8995242431615019e-03   3.6937611344454391e-02  -3.7247399036348813e-02   3.2428614036985111e-02  -2.9386105782968230e-01   3.9495722730597072e-01   1.3530961564350079e+00  -1.4938404618319355e+01  -4.3914763930277608e+01  -3.3576193653955627e-01   1.6556267608763196e+01  -1.3660892376465906e+01  -4.7205941188443923e-01  -7.2986023714916826e-01   2.2389725090663664e+01   7.9256283765575997e-01   5.6472410780912918e-01   2.3247832101131125e-01  -2.0146227699819255e+00   1.4186245136185985e+01  -3.9677278056815322e+00   1.2776939121310306e+01  -7.0260424251601039e-01   4.6959636429400020e-01  -1.8068329258639992e-01   7.4919125969044154e-02  -2.7419824422100458e-01  -9.1543199200468806e-01
   3.7043704563536473e-01  -1.3559420677851719e+00  -3.1595178083223709e+00   3.4032540260648525e+00  -8.6215990528542452e+00   1.9562450412135632e+01   5.3009652979695454e-02   3.6427614091233285e-01  -3.3576193653955627e-01  -5.7393296677673341e+01  -3.2771298472341226e-01   4.4166942909087520e-01  -1.5080516246651257e+01   9.0233564384301845e-01  -5.0535069240864894e-01   5.2494187695581861e-02  -1.8609526895983761e-01   2.2045693588486133e-02   1.3032773401705633e-01   6.4290308330928067e-02   3.1051325264793783e-01  -6.5458997149703735e-01  -6.0360001793590082e-03  -1.8973940071466366e-01  -1.9285494174012258e-01  -2.4278700364730116e-01  -1.8142848031219899e-01  -2.1529084569511175e-01
