30
  9.85216215580491e-03   -2.32641772570902e-03
  3.38636674022924e-02   -1.99327026241335e-02
  2.43678325920786e-02   -1.16272686446192e-02
  2.66123257849784e-01   -1.25115570248645e-01
  7.58956448248637e-01    0.00000000000000e+00
 -1.61281896011525e-01   -8.50974063895367e-03
 -4.81082148330402e-01   -2.27693207895474e-01
  6.89505023806903e-03    1.88638151246246e-02
  2.42314782529771e-03   -5.61819444692578e-03
 -5.65526462669122e-02    1.48083019061500e-01
  4.78623453546387e-03   -1.26037567549549e-02
 -8.81738895448195e-04    8.30542950885973e-04
 -1.39200679233944e-05    1.34579589352123e-04
 -1.06294280554944e-03    2.57758909431112e-03
  1.77677386582832e-04    8.42057188184779e-05
  6.40023706567387e-04   -5.14668342401720e-04
  2.63653727137417e-04   -1.78236247298650e-05
  2.49042553660423e-04   -7.09677467325981e-04
 -1.13818728179222e-05   -1.11378304419242e-03
  7.73435423294458e-04   -2.39380010866203e-04
 -6.18234357947019e-06    2.50921778645663e-04
 -1.53666496079514e-04   -1.02715866395136e-04
 -2.26884037579564e-04   -2.04500238163459e-04
 -1.29055369398233e-04   -2.29236549010626e-04
 -1.31330539161246e-04    3.27372202629520e-05
 -7.00330033704915e-04    1.85127062018346e-04
  5.05834790068085e-04    3.38580207275957e-04
  1.26476235323590e-06    8.97819260106451e-04
  5.09083971665599e-05   -1.05095284291477e-04
 -1.04455155381495e-03   -8.01559550755197e-04
