30
  8.12058655120506e-01    0.00000000000000e+00
  5.24647222207864e-01    1.01775594052972e-01
  1.78262979613935e-01    8.47730640736744e-02
  8.53025003299870e-02    7.47319906000016e-02
  9.66486614839319e-04    3.86403643345468e-03
 -1.14699147737098e-02   -4.76043107926092e-02
  4.73691330768822e-04    1.90648631198748e-04
  6.43829867244573e-03    7.49714415165465e-03
  4.85564745127903e-05   -2.02461890724282e-04
  1.11263603075516e-05    2.00249851358188e-04
 -2.99204421038970e-05   -2.33548236983866e-04
  2.82255769626726e-03    1.06877534948927e-02
  7.62305114203819e-04    5.10400540672486e-04
 -5.18354648822518e-06    9.43763125957115e-05
 -3.81766924789819e-04   -9.04871499575043e-04
  8.75846834596274e-04    5.10393001531974e-03
  6.51229223737579e-06    9.37929717514820e-05
 -1.55562205921977e-03   -2.43256422022397e-03
  2.57414928032046e-04    5.83497861366636e-04
 -1.65833936799752e-05   -1.11663760822581e-04
  6.38652721073627e-04   -4.02853459374310e-03
  1.03683096022206e-02    1.78245587942376e-02
 -1.07449539313021e-04   -6.24224145667938e-04
 -2.55199094120786e-06   -9.79469094390132e-05
  2.11703572903260e-04    1.14981572040875e-04
  4.86223064744112e-07    2.43191184249774e-05
  4.39280122510259e-04    2.42352514207330e-04
 -1.63413791503898e-05    1.57291993555214e-03
 -1.60524979179652e-03   -1.80038460942829e-03
 -3.79911603087263e-05   -3.12304678960018e-04
