  -4.8459329744213264e+01   1.0671860694106663e+00  -1.0705386613774323e+01  -1.6742350257646768e+00  -1.5683053569076186e+00   2.7027803373370389e+01  -1.1469318085119042e+00  -9.4963469833393770e+00   1.2839026529422326e+00   2.1728379079970352e+00   5.4918227519859725e-02  -6.5623802262286104e-02   3.4730343642012984e-01  -7.3764662233103795e-02   9.4713571592226570e-02   2.4006549030393738e-02   3.4423504339542360e-02   8.3770328159552321e-02   3.1786278409866198e-01   7.7120951482044110e-03   1.3361321617398947e-01  -1.8905442897597169e-01  -5.9128844384063080e-02  -8.7573022434852182e-02   2.1591146503289640e-01  -1.2550330391966241e-02   1.6452772043135635e+00  -2.0608708427441508e-01   5.4958607434919482e-01
   1.0671860694106663e+00  -3.5584158086060725e+01  -2.3266408204662543e+00  -1.9619553306815668e+01  -1.8773326239727275e+01  -6.6793855298411597e-01   1.8242717272301178e+01   1.4304527072747035e+00  -2.2473708261030305e+00  -3.6010920077682114e+00  -1.1874591188698114e-01   6.3921694534822202e-02  -3.6511859529726332e-01   6.9932201926360543e-02  -5.1779052911634912e-02  -2.5902274914361409e-02  -3.5751377013497843e-02  -3.6176924019602680e-02   2.6846383286375841e-02  -4.6592945813055474e-02  -3.4410783095474484e-01   4.4873360104330728e-01   7.1087017692263318e-02   1.8390272544161063e-01  -4.4887457631262162e-01  -7.2300035943511200e-04   1.0295866474346143e+00  -6.2964137737502479e-02   3.6753874623147020e-01
  -1.0705386613774323e+01  -2.3266408204662543e+00  -2.9898351088321437e+01  -1.7291884295648143e+00  -2.1851194354593946e+00   1.3219639879989796e+01   6.7838822170880064e-01   7.8054607286777431e+00  -1.5794542619391674e-01  -2.1340171636529703e-01   1.0956622622925887e-02   6.7515732857264837e-02   8.9282745091736615e-03   4.8834819760785297e-02  -5.1037198328297714e-02  -4.1183094638334916e-02  -5.0499338875273081e-02   2.1387922405593077e-02   1.3241104919700319e-02  -1.1468126218406928e-01  -1.1471042446188684e+00   1.4845105447026663e+00   3.5853760812529456e-01   5.8583262310120765e-01  -1.5715878412361775e+00   1.7991819267659864e-01  -4.6348197578088329e-01   3.5406139543343640e-01  -1.1943546955743259e-01
  -1.6742350257646768e+00  -1.9619553306815668e+01  -1.7291884295648143e+00  -3.0068534555966714e+01  -1.5144167082326859e+01   6.8157976239577001e-01   3.9803932571857361e+00  -2.4540631574628996e-01   4.6836295642724792e+00   7.9459425581198424e+00   2.7521395910071156e-01  -1.6566922101275633e-01   1.2971438542694851e+00  -2.1310782837199665e-01   1.4043388704710305e-01   4.4461058040923859e-02   3.7241782585759060e-02   5.7405867796654308e-01   1.0939043478645565e+00  -4.1392025033051290e-02  -1.2794593533737952e-01   1.6817099915469497e-01   1.9519789349826001e-02   2.2278071313661524e-01  -6.1038210298172157e-01  -7.9697518824428520e-02   6.0987227245374083e+00  -1.0025772939324940e+00   2.2259808444955671e+00
  -1.5683053569076186e+00  -1.8773326239727275e+01  -2.1851194354593946e+00  -1.5144167082326859e+01  -1.7333917305015042e+01   2.5361123097953429e+00   1.7247701519676440e+01  -9.8897762519309806e-01  -1.2726931478242589e+00  -3.9609805562246869e-01  -1.1348351574784704e-02   4.6949923671561526e-02   1.2125817096014460e+00  -1.3273201690707237e-01   3.6283878073772391e-01  -1.2618723677223758e-02  -1.9768606445087896e-03   4.8855226986545575e-01   1.0256624519600883e+00  -3.7768866243249197e-02   2.1216096948895521e-02  -1.4446308911805206e-02  -1.6451428050467339e-02   2.0333166641957201e-01  -6.0797548933172196e-01  -2.2152442056145760e-02   4.4291925888450177e+00  -1.0573898074712949e+00   1.7035869772347321e+00
   2.7027803373370389e+01  -6.6793855298411597e-01   1.3219639879989796e+01   6.8157976239577001e-01   2.5361123097953429e+00  -4.1516550623753474e+01  -7.2282704116060026e-01   1.8849003463409595e+01  -5.4851644500549246e-01  -7.5616195168479083e-01   1.6220646333697512e-02   4.8081765503973348e-02  -1.3791403767215247e-02   2.4218389680363529e-02  -1.2840788658938954e-01   1.4290480914799238e-02   3.8167567275833314e-02   4.2191039110997852e-01  -3.9553687601817128e-01   1.9993691246928003e-01   1.7506381961873916e+00  -2.3575335628849454e+00   1.1101454280698453e-01  -9.2712918607565406e-02   5.2019765559790021e-01   1.6060113614631977e-01  -7.8290346783503439e-01   2.6146514903877299e-01  -2.7081411068101857e-01
  -1.1469318085119042e+00   1.8242717272301178e+01   6.7838822170880064e-01   3.9803932571857361e+00   1.7247701519676440e+01  -7.2282704116060026e-01  -3.0519928912819509e+01   1.1668217645521282e+00   6.6559579202293548e+00   1.2610989053548350e+01   4.0638577332171077e-01  -1.5589187428188611e-01   2.5054809178843866e+00  -3.5544462146138067e-01   5.3187175511396401e-01   6.1380665187140374e-02   3.3644606821044018e-02   2.5522397968069666e-01   6.0111138352798466e-01  -2.1892392306219033e-02  -1.6460610299546230e-01   2.5171189328191035e-01  -7.0681472111463282e-03  -5.4093374976746092e-03   3.5348433617315309e-02   1.0070463621714439e-02  -1.6874718803830908e+00   4.3524943099620389e-01  -8.0835466717282145e-01
  -9.4963469833393770e+00   1.4304527072747035e+00   7.8054607286777431e+00  -2.4540631574628996e-01  -9.8897762519309806e-01   1.8849003463409595e+01   1.1668217645521282e+00  -2.9885338542624716e+01  -1.8363192906419237e-01  -1.6291130727735975e-01  -1.3769727561610505e-02  -1.0590591158850923e-01  -5.2485051220159555e-02  -5.2057535106072444e-02   1.3581979721087686e-01   4.5187180976874616e-02   1.5979125115207754e-01  -2.2044121777361803e-01  -1.6982575897351032e-01   3.0727673341927131e-01   2.7557248760770126e+00  -3.5417366359398166e+00  -5.9369274949070849e-01  -1.3347905705936258e+00   3.7187977161807035e+00  -1.6231840242567125e-01   6.5105922173046726e-01  -5.6446030759794497e-01   1.0978100019293935e-01
   1.2839026529422326e+00  -2.2473708261030305e+00  -1.5794542619391674e-01   4.6836295642724792e+00  -1.2726931478242589e+00  -5.4851644500549246e-01   6.6559579202293548e+00  -1.8363192906419237e-01  -4.3379606353368317e+01   1.0896966174560205e+01   4.8516691385859723e-01   2.6414286244617985e-01   8.6985703883988599e+00  -1.4362716248544545e+00   5.6855213905087005e+00   4.4145816736207949e-01   2.6422625547805234e-01  -1.2790388194950916e+01  -2.0123106403275926e+01   4.6327689482798785e-02   3.0719059618882372e-01  -3.2150385884974342e-01   4.6533678327453298e-01   6.7556211601179206e-01  -3.3177937787369176e+00  -4.7789044896183153e-01  -2.3411585474120482e+00   9.8158798546248827e-01  -1.3742326912389080e-01
   2.1728379079970352e+00  -3.6010920077682114e+00  -2.1340171636529703e-01   7.9459425581198424e+00  -3.9609805562246869e-01  -7.5616195168479083e-01   1.2610989053548350e+01  -1.6291130727735975e-01   1.0896966174560205e+01  -3.0164943679999460e+01  -4.5201809075506305e-03   1.4915083742929830e-01  -4.9489644473997112e+00   9.0764883531632867e-01  -3.2972651614061643e+00  -1.1215270782738945e-01  -4.7687113076660020e-01   5.3021190662687676e+00   9.9946647139533518e+00  -7.2270736067485464e-02  -3.3744057555930973e-01  -3.1561911995131642e-02  -3.6007579626100389e-01  -8.1372596022499810e-01   3.3798110639313923e+00   3.8204891057510199e-01  -9.7483597258796166e+00   1.3889292142950200e+00  -4.0449610500721223e+00
