L z 0 1 2 3 4 5 6 7 8 9
2.4694 0.636364 1.019775 1.300249 1.519759 2.351620 2.851548 3.384680 4.444127 5.057650 5.245020 5.283037
2.1704 0.678788 1.083856 1.379159 1.583755 2.429726 2.920374 3.589565 4.561824 5.059806 5.310783 5.496866
1.9225 0.721212 1.146368 1.456045 1.642454 2.505108 2.983466 3.791281 4.665740 5.078348 5.375807 5.716787
1.7149 0.763636 1.207258 1.530795 1.696510 2.577503 3.042510 3.988509 4.746475 5.123984 5.440333 5.940710
1.5391 0.806061 1.266505 1.603292 1.746534 2.646854 3.098832 4.179201 4.800315 5.202174 5.504405 6.167144
1.389 0.848485 1.324118 1.673427 1.793078 2.713262 3.153475 4.359244 4.837624 5.306059 5.568051 6.394954
1.2599 0.890909 1.380134 1.741106 1.836641 2.776937 3.207269 4.518627 4.878634 5.424440 5.631292 6.503248
1.148 0.933333 1.434611 1.806270 1.877683 2.838146 3.260877 4.636177 4.951272 5.549159 5.694147 6.528289
1.0503 0.975758 1.487617 1.868912 1.916667 2.897169 3.314796 4.698512 5.072213 5.674895 5.756637 6.560150
0.9646 1.018182 1.539230 1.929079 1.954114 2.954275 3.369339 4.725251 5.223156 5.797488 5.818845 6.601559
0.889 1.060606 1.589526 1.986527 1.990889 3.009702 3.424617 4.736778 5.383829 5.880408 5.913684 6.655776
0.8219 1.10303 1.638599 2.026195 2.042611 3.063664 3.480614 4.741940 5.544438 5.941875 6.020291 6.725948
0.7622 1.145455 1.686532 2.061910 2.095745 3.116341 3.537281 4.744234 5.698993 6.002957 6.117559 6.813932
0.7087 1.187879 1.733416 2.097521 2.146519 3.167901 3.594638 4.745169 5.840972 6.063682 6.210212 6.919357
0.6607 1.230303 1.779331 2.133089 2.194847 3.218490 3.652762 4.745454 5.961636 6.124058 6.308174 7.039808
0.6173 1.272727 1.824340 2.168619 2.240716 3.268241 3.711746 4.745436 6.053538 6.184086 6.421476 7.113020
0.5782 1.315152 1.868485 2.204119 2.284159 3.317258 3.771653 4.745288 6.117644 6.243751 6.551794 7.114901
0.5426 1.357576 1.911788 2.239618 2.325247 3.365632 3.832509 4.745096 6.161628 6.303040 6.693553 7.117139
0.5102 1.4 1.954248 2.275156 2.364077 3.413436 3.894303 4.744904 6.192783 6.361963 6.840896 7.119862
0.4806 1.442424 1.995846 2.310786 2.400755 3.460730 3.956999 4.744729 6.215810 6.420529 6.990004 7.123155
0.4536 1.484848 2.036544 2.346566 2.435398 3.507563 4.020540 4.744579 6.233491 6.478746 7.126843 7.138779
0.4287 1.527273 2.076294 2.382555 2.468124 3.553979 4.084855 4.744455 6.247504 6.536619 7.131551 7.285085
0.4059 1.569697 2.115036 2.418809 2.499053 3.600010 4.149869 4.744354 6.258908 6.594149 7.136730 7.428308
0.3848 1.612121 2.152706 2.455382 2.528302 3.645686 4.215500 4.744274 6.268402 6.651340 7.142532 7.567278
0.3653 1.654545 2.189242 2.492318 2.555986 3.691031 4.281669 4.744211 6.276464 6.708195 7.148937 7.701056
0.3473 1.69697 2.224588 2.529644 2.582223 3.736065 4.348296 4.744163 6.283437 6.764716 7.155911 7.828700
0.3305 1.739394 2.258697 2.567361 2.607136 3.780804 4.415305 4.744127 6.289570 6.820905 7.163414 7.949260
0.315 1.781818 2.291536 2.605393 2.630900 3.825257 4.482617 4.744102 6.295050 6.876759 7.171402 8.061742
0.3005 1.824242 2.323095 2.643139 2.654208 3.869445 4.550173 4.744086 6.300020 6.932289 7.179830 8.165098
0.287 1.866667 2.353371 2.672667 2.685051 3.913373 4.617903 4.744078 6.304595 6.987491 7.188649 8.258037
0.2744 1.909091 2.382380 2.693751 2.723697 3.957054 4.685746 4.744082 6.308864 7.042367 7.197813 8.338672
0.2626 1.951515 2.410150 2.713284 2.763283 4.000497 4.743992 4.753749 6.312903 7.096916 7.207277 8.403796
0.2515 1.993939 2.436721 2.731842 2.803253 4.043717 4.744070 4.821605 6.316772 7.151129 7.217009 8.449178
0.2412 2.036364 2.462138 2.749568 2.843472 4.086731 4.744088 4.889495 6.320528 7.204901 7.227073 8.474729
0.2314 2.078788 2.486453 2.766551 2.883858 4.129559 4.744108 4.957320 6.324217 7.236668 7.258997 8.487247
0.2222 2.121212 2.509719 2.782866 2.924343 4.172227 4.744131 5.025042 6.327883 7.247021 7.312155 8.493358
0.2136 2.163636 2.531988 2.798583 2.964864 4.214765 4.744158 5.092633 6.331567 7.257342 7.365137 8.496506
0.2055 2.206061 2.553315 2.813767 3.005364 4.257208 4.744189 5.160070 6.335307 7.267704 7.417843 8.498246
0.1978 2.248485 2.573748 2.828478 3.045789 4.299593 4.744224 5.227333 6.339136 7.278090 7.470266 8.499300
0.1905 2.290909 2.593334 2.842775 3.086089 4.341949 4.744264 5.294406 6.343087 7.288476 7.522408 8.500027
0.1837 2.333333 2.612116 2.856705 3.126222 4.384305 4.744309 5.361281 6.347183 7.298840 7.574275 8.500613
