L z 0 1 2 3 4 5 6 7 8 9
3.24 0.555556 1.598173 2.907678 5.655924 6.049281 6.123352 7.234173 7.867790 8.707315 9.013292 9.138733
2.9388 0.583333 1.648908 2.949137 5.763011 6.136993 6.189551 7.284639 7.978339 8.731519 9.036625 9.168985
2.6777 0.611111 1.697479 2.989953 5.846766 6.153523 6.350803 7.333297 8.097817 8.755928 9.057719 9.198723
2.4499 0.638889 1.743818 3.030619 5.915961 6.170290 6.526789 7.380022 8.231235 8.780898 9.077499 9.228018
2.25 0.666667 1.787913 3.071543 5.976946 6.188236 6.710219 7.424566 8.384890 8.806840 9.096744 9.256921
2.0736 0.694444 1.829806 3.113039 6.033278 6.207563 6.897272 7.466616 8.564729 8.834717 9.116277 9.285476
1.9172 0.722222 1.869607 3.155290 6.086882 6.227916 7.085912 7.506006 8.765069 8.873508 9.137236 9.313728
1.7778 0.75 1.907421 3.198312 6.138825 6.248278 7.274957 7.542980 8.866940 9.028816 9.166429 9.341704
1.6531 0.777778 1.943308 3.241987 6.189696 6.267295 7.463189 7.578697 8.897242 9.148827 9.286686 9.370007
1.541 0.805556 1.977247 3.286163 6.239786 6.283971 7.607198 7.656949 8.921152 9.171735 9.356863 9.399269
1.44 0.833333 2.009171 3.330754 6.288599 6.298740 7.643879 7.841223 8.942552 9.184366 9.364757 9.427093
1.3486 0.861111 2.039032 3.375770 6.309139 6.339165 7.678477 8.026421 8.962285 9.193291 9.365505 9.454768
1.2656 0.888889 2.066825 3.421274 6.319629 6.387845 7.713536 8.209885 8.980757 9.200596 9.364321 9.481871
1.1901 0.916667 2.092598 3.467343 6.329244 6.436374 7.749265 8.391117 8.998183 9.207844 9.362668 9.505526
1.1211 0.944444 2.116440 3.514037 6.338616 6.484708 7.785652 8.569733 9.014697 9.216227 9.361329 9.520019
1.058 0.972222 2.138467 3.561396 6.348132 6.532890 7.822652 8.745153 9.030555 9.226580 9.360632 9.531879
1.0 1.0 2.158801 3.609429 6.358035 6.580954 7.860213 8.915484 9.047167 9.239476 9.360606 9.545223
0.9467 1.027778 2.177567 3.658125 6.368490 6.628933 7.898297 9.043306 9.100739 9.255667 9.361374 9.560500
0.8975 1.055556 2.194891 3.707460 6.379613 6.676853 7.936875 9.065598 9.242022 9.284633 9.365042 9.577499
0.8521 1.083333 2.210892 3.757400 6.391497 6.724732 7.975921 9.079335 9.286605 9.351773 9.432361 9.596056
0.81 1.111111 2.225687 3.807910 6.404232 6.772592 8.015412 9.092309 9.309928 9.356889 9.576792 9.616558
0.771 1.138889 2.239385 3.858949 6.417902 6.820443 8.055311 9.105446 9.333584 9.358330 9.636913 9.705663
0.7347 1.166667 2.252086 3.910469 6.432597 6.868291 8.095571 9.119205 9.353705 9.364034 9.660214 9.769057
0.7009 1.194444 2.263883 3.962425 6.448415 6.916138 8.136135 9.133916 9.356789 9.387905 9.685132 9.804884
0.6694 1.222222 2.274865 4.014779 6.465472 6.963992 8.176939 9.149854 9.357110 9.415728 9.711967 9.837430
0.64 1.25 2.285112 4.067488 6.483893 7.011849 8.217906 9.167247 9.357108 9.445066 9.740914 9.869298
0.6125 1.277778 2.294695 4.120509 6.503814 7.059706 8.258958 9.186296 9.356993 9.475723 9.772161 9.901017
0.5867 1.305556 2.303683 4.173802 6.525385 7.107556 8.300018 9.207178 9.356823 9.507676 9.805888 9.932755
0.5625 1.333333 2.312136 4.227328 6.548762 7.155391 8.341016 9.230048 9.356629 9.540954 9.842262 9.964582
0.5398 1.361111 2.320111 4.281056 6.574107 7.203209 8.381907 9.255039 9.356431 9.575622 9.881440 9.996539
0.5184 1.388889 2.327662 4.334953 6.601561 7.250999 8.422660 9.282235 9.356258 9.611747 9.923523 10.028647
0.4983 1.416667 2.334837 4.388983 6.631232 7.298751 8.463281 9.311620 9.356186 9.649379 9.968549 10.060935
0.4793 1.444444 2.341682 4.443117 6.663160 7.346456 8.503814 9.342433 9.356955 9.688523 10.016432 10.093456
0.4614 1.472222 2.348246 4.497333 6.697286 7.394113 8.544365 9.354485 9.378633 9.729110 10.066883 10.126351
0.4444 1.5 2.354571 4.551606 6.733381 7.441717 8.585087 9.354746 9.413962 9.770932 10.119110 10.160054
0.4284 1.527778 2.360703 4.605913 6.770998 7.489268 8.626198 9.354656 9.451018 9.813608 10.170607 10.196469
0.4133 1.555556 2.366686 4.660234 6.809411 7.536768 8.667970 9.354509 9.488784 9.856541 10.214440 10.241611
0.3989 1.583333 2.372563 4.714550 6.847583 7.584226 8.710710 9.354346 9.526249 9.898887 10.250488 10.294328
0.3853 1.611111 2.378377 4.768855 6.884190 7.631662 8.754718 9.354182 9.562238 9.939584 10.284318 10.347441
0.3723 1.638889 2.384163 4.823135 6.917700 7.679090 8.800204 9.354020 9.595489 9.977391 10.317521 10.397380
0.36 1.666667 2.389955 4.877381 6.946558 7.726528 8.847203 9.353867 9.624833 10.011024 10.350434 10.441192
