-5.64793513779678023e+01 -3.02697587069155283e+00 1.33821464393622982e+01 5.20785848309659194e+00 4.05010180807447142e+01 -3.08616647921549436e+00 1.57151989800180703e+00 -1.50535145189473596e+01 6.11290904712781913e+00 2.15877116226843246e-01
-3.02650743662939226e+00 -5.35153243165469448e+01 -5.61127256694398024e+00 -2.04118636660572150e+01 -4.71368130630297166e+00 2.36014787734918414e+01 -1.61875672061618374e+01 1.21397184414748471e+00 -1.16176824710372006e+00 4.75877679880965410e+00
1.33796751783968020e+01 -5.60964661798805508e+00 -2.46230587111573804e+01 2.14779862941929567e+00 -8.85890187282351249e+00 -6.03788513473205279e-01 4.37961660171605538e-01 -1.48025361351602065e+01 -5.40068095521495151e-01 -5.17789986661908008e-01
5.20644576140923832e+00 -2.04161006732869765e+01 2.14698856869501498e+00 -4.55274952536449007e+01 -1.47659398862579699e-01 1.94390524755403789e+01 -2.35883074973359896e+00 -4.62886505762513278e-01 -2.08838472130327302e-01 -1.03433154926112039e+01
4.04989778853392721e+01 -4.70489016946955374e+00 -8.86630266405117062e+00 -1.43959769142930155e-01 -4.89638351984561240e+01 1.31208208513314739e+00 -7.39964202940637916e-01 2.25341021493706961e+01 -1.07198699500523098e+01 -2.06282500676471497e-01
-3.08607963883602698e+00 2.37176455298432067e+01 -6.05362051388709355e-01 1.95372619850448217e+01 1.30752892700097401e+00 -3.16743841213747608e+01 2.55931163674050275e+01 -5.36087630830979212e-01 5.84908518280408130e-01 -5.65843327307428368e+00
1.59147862042435517e+00 -1.63212060378385715e+01 4.46306755490454177e-01 -2.36332511210515106e+00 -7.66083265185922624e-01 2.56738154671565439e+01 -3.09616101340633634e+01 6.07438706078127444e-01 -4.51121469437385070e-01 1.89230848241316565e+01
-1.50527150810833863e+01 1.21710543283419592e+00 -1.48018528289716400e+01 -4.65552272516243204e-01 2.25512956309914259e+01 -5.53835968205938167e-01 5.96954062313737932e-01 -4.37538391049748867e+01 2.93658560263707535e+00 -4.83504391281086687e-01
6.11473174463427860e+00 -1.16599174854478771e+00 -5.42953214777091242e-01 -2.19707571203878405e-01 -1.07229704727665869e+01 5.97489881676095624e-01 -4.51202443316373158e-01 2.92413063232969872e+00 -1.24743013655360819e+01 1.25363170256895029e-01
2.16682863347363558e-01 4.77531097777645819e+00 -5.18759782064600050e-01 -1.03656287460934919e+01 -2.08638456751507106e-01 -5.66182478333018402e+00 1.88021498396341116e+01 -4.58758392846599250e-01 1.23595163355923465e-01 -3.03366336931924039e+01
