-3.19180306343669464e+01 3.30276076420069131e+01 -3.63528113076627690e-03 2.43888975008020203e-01 -8.197907
07128160823e-01 1.98535379772935006e-03 -1.66875263244555727e+00 -9.23821065381339679e-01 -5.49423319892561
324e-03 -8.65566762849816707e-01
3.30435756100362994e+01 -7.86850365616868288e+01 -6.67826091436285463e-04 -1.13104908387446412e-01 3.897552
12903306725e-01 -2.17543280289143187e-03 3.43110860476616542e-01 1.66668239618008168e-01 -8.263427493152814
00e-03 2.22053878169881758e-01
-5.19316247598577974e-03 3.60786936997592456e-04 -8.72281507830499265e+01 -3.76275809920834092e-02 1.169783
05474919608e-02 -7.88754014081800658e+00 -4.38947703198433459e-02 1.31085887627582220e-01 1.233859514651402
38e+01 1.15185386744056206e-01
3.12670133256937266e-01 -1.28058517325305349e-01 -4.42895015500646139e-02 -8.87073141498301823e+01 3.010403
67656550245e+00 1.45307768514015834e-01 -6.82948905923845473e+00 1.03310272018981077e+01 3.8396793147103203
1e-02 -1.15335404941000590e+01
-1.08686742097458233e+00 4.74096256586843678e-01 -9.34349975917392328e-03 2.86518839672109671e+00 -1.084178
90542850728e+02 1.18500610456347744e-01 2.31329363900768747e-01 1.81944119016132522e+00 9.24681119954509079
e-02 -6.14801834203728248e-01
-1.50043271198097017e-03 -5.37266732707726569e-03 -7.70490844720838108e+00 1.01194876896906649e-01 7.079302
71970269587e-02 -1.07059622237758674e+02 -3.50600221155783487e-02 1.13449120241570611e-01 -3.65430566185193
850e+00 1.50428935091875271e-02
-2.66663841498858822e+00 4.75542468064322543e-01 -2.44443949525887660e-02 -7.06806678343126915e+00 1.351668
45416576642e-01 -1.76015295026541452e-02 -1.02766577873538594e+02 -1.84504063089818793e+00 1.05802402783355
731e-01 6.77156633516027817e+00
-1.30219531813157352e+00 2.33430542577519828e-01 9.16914860140769505e-02 1.04725743168386582e+01 1.90969601
856669779e+00 1.00625514628469581e-01 -1.76266018797998392e+00 -1.02630616977485147e+02 -1.0561463195912779
2e-03 -1.10185893640575081e+01
-5.12096877030976394e-03 -2.32193266746338889e-04 1.26823014493517654e+01 1.07663396128468314e-01 9.4646005
9532785447e-02 -3.80765669067814105e+00 3.00765977692760700e-02 8.19694792612519763e-02 -9.7336782288452624
8e+01 8.24014306686962072e-02
-1.20629301333491856e+00 2.55769232659664114e-01 7.19070527143415017e-02 -1.13243738418805400e+01 -6.249147
83759306536e-01 3.18178573186724822e-02 6.51054349624395989e+00 -1.08666340691813623e+01 1.1052552188609610
1e-01 -9.95024646283493013e+01
