  -4.3451313424432463e+01   3.2220330907264703e+01   2.5050293908160711e+01   1.7963053298407129e+01  -1.0655355874764585e+00  -5.7971835594944423e+00   3.3850193599520973e-04  -5.2612207546980832e-04  -3.5733630323595134e-01  -1.3999086074300174e-01  -2.4825649513769239e-03   1.3618213284626441e-02
   3.2220330907264703e+01  -4.9858180244646590e+01  -2.0997161750288029e+01  -1.7268035505178421e+00   1.3592845909181674e+01   8.9220154674487588e+00  -2.5656939112330015e-04  -6.8006735663578787e-04   8.8916342454539200e-05   3.4145810668210911e-03  -2.4186894614838875e-03  -1.3425512193968415e-02
   2.5050293908160711e+01  -2.0997161750288029e+01  -2.8706368187670186e+01  -2.5263073023967369e+01   2.3970995926711165e+00   9.2400867473924411e+00  -2.9577408806708146e-04   9.8581850228031398e-04  -1.3438124777574484e-04  -3.4535640372116826e-03   3.3436240589358548e-03   7.6431291393362988e-03
   1.7963053298407129e+01  -1.7268035505178421e+00  -2.5263073023967369e+01  -4.3085500519104841e+01  -1.7744919727083577e+01   7.0137900331913876e+00   3.9368612074953567e-05   4.7027925837328868e-04   1.8969984002708573e-03  -1.1463904595010047e-02   1.0701136939204291e-03   1.5961014502741233e-02
  -1.0655355874764585e+00   1.3592845909181674e+01   2.3970995926711165e+00  -1.7744919727083577e+01  -3.7552955684348184e+01  -1.4753327219327824e+01   4.1688158437043729e-05   6.3714854100693514e-04  -2.4867562159548500e-03   3.7494136391701535e-03  -5.7565896003880035e-03  -9.3979661503017162e-03
  -5.7971835594944423e+00   8.9220154674487588e+00   9.2400867473924411e+00   7.0137900331913876e+00  -1.4753327219327824e+01  -2.6741278943170613e+01  -1.5789463469246471e-04   2.5053842326125419e-03   3.1597808734465660e-03  -1.1402890929701034e-02   4.3386060815690398e-03   1.6863888340505742e-02
   3.3850193599520973e-04  -2.5656939112330015e-04  -2.9577408806708146e-04   3.9368612074953567e-05   4.1688158437043729e-05  -1.5789463469246471e-04  -1.0142483799648377e+02   7.5852959469102643e-09  -5.4603019058068680e-07  -7.6286068120587467e-06  -1.9610468381325075e-06   4.5915799310073204e-06
  -5.2612207546980832e-04  -6.8006735663578787e-04   9.8581850228031398e-04   4.7027925837328868e-04   6.3714854100693514e-04   2.5053842326125419e-03   7.5852959469102643e-09  -1.0142483347680466e+02   2.4010472222507173e-05   1.2127920622841335e-04   1.5529264995816055e-06  -9.2677704352337083e-06
  -3.5733630323595134e-01   8.8916342454539200e-05  -1.3438124777574484e-04   1.8969984002708573e-03  -2.4867562159548500e-03   3.1597808734465660e-03  -5.4603019058068680e-07   2.4010472222507173e-05  -1.0643711017757393e+02   1.0650200114348252e-04   6.1406780861766863e-05  -3.7696855146473161e-04
  -1.3999086074300174e-01   3.4145810668210911e-03  -3.4535640372116826e-03  -1.1463904595010047e-02   3.7494136391701535e-03  -1.1402890929701034e-02  -7.6286068120587467e-06   1.2127920622841335e-04   1.0650200114348252e-04  -1.0643672366283951e+02   7.9177474379179755e-05   3.7430499065748682e-04
  -2.4825649513769239e-03  -2.4186894614838875e-03   3.3436240589358548e-03   1.0701136939204291e-03  -5.7565896003880035e-03   4.3386060815690398e-03  -1.9610468381325075e-06   1.5529264995816055e-06   6.1406780861766863e-05   7.9177474379179755e-05  -9.7700663330852876e+01  -6.9370116925426828e-05
   1.3618213284626441e-02  -1.3425512193968415e-02   7.6431291393362988e-03   1.5961014502741233e-02  -9.3979661503017162e-03   1.6863888340505742e-02   4.5915799310073204e-06  -9.2677704352337083e-06  -3.7696855146473161e-04   3.7430499065748682e-04  -6.9370116925426828e-05  -9.7699718721511857e+01
