L z 0 1 2 3 4 5 6 7 8 9
3.24 0.555556 1.338430 2.587116 4.736076 5.533698 7.795794 8.058781 8.431976 8.493808 8.552086 8.824719
2.9388 0.583333 1.394301 2.631725 4.801813 5.734304 7.832257 8.104827 8.456568 8.586862 8.702046 8.873637
2.6777 0.611111 1.448196 2.676371 4.866690 5.936276 7.867513 8.147265 8.484411 8.627724 8.885867 8.941611
2.4499 0.638889 1.500024 2.721502 4.931140 6.138615 7.901845 8.187684 8.516138 8.669135 8.964015 9.111893
2.25 0.666667 1.549737 2.767465 4.995418 6.340614 7.935444 8.227329 8.551751 8.711523 9.019395 9.295492
2.0736 0.694444 1.597348 2.814505 5.059681 6.541810 7.968172 8.267079 8.590951 8.754909 9.074012 9.455466
1.9172 0.722222 1.642947 2.862735 5.124039 6.741903 7.999307 8.307034 8.633222 8.799279 9.128078 9.568952
1.7778 0.75 1.686643 2.912108 5.188540 6.940688 8.027545 8.346261 8.677873 8.844613 9.180626 9.649760
1.6531 0.777778 1.728524 2.962468 5.253185 7.137931 8.051583 8.383215 8.724178 8.890951 9.230954 9.718277
1.541 0.805556 1.768605 3.013655 5.317928 7.333268 8.070968 8.416708 8.771555 8.938415 9.279236 9.781592
1.44 0.833333 1.806844 3.065582 5.382707 7.526101 8.086521 8.446593 8.819704 8.987193 9.326413 9.843275
1.3486 0.861111 1.843194 3.118248 5.447470 7.715277 8.100222 8.473610 8.868560 9.037486 9.373552 9.905263
1.2656 0.888889 1.877634 3.171693 5.512171 7.897355 8.116374 8.498826 8.918202 9.089523 9.421435 9.968259
1.1901 0.916667 1.910189 3.225951 5.576781 8.048694 8.159086 8.523190 8.968740 9.143611 9.470455 10.032283
1.1211 0.944444 1.940918 3.281031 5.641274 8.102283 8.295322 8.547376 9.020295 9.200236 9.520739 10.097133
1.058 0.972222 1.969913 3.336921 5.705641 8.119835 8.462702 8.571839 9.073021 9.260204 9.572309 10.162583
1.0 1.0 1.997269 3.393579 5.769860 8.133039 8.596414 8.628561 9.127104 9.324805 9.625145 10.228425
0.9467 1.027778 2.023090 3.450947 5.833915 8.145851 8.622174 8.785700 9.182798 9.396061 9.679261 10.294477
0.8975 1.055556 2.047479 3.508957 5.897787 8.159230 8.648477 8.930555 9.240386 9.476845 9.734739 10.360570
0.8521 1.083333 2.070538 3.567538 5.961457 8.173542 8.675567 9.058851 9.300039 9.570358 9.791816 10.426536
0.81 1.111111 2.092367 3.626623 6.024914 8.188981 8.703527 9.168160 9.361537 9.678260 9.851166 10.492215
0.771 1.138889 2.113055 3.686141 6.088141 8.205665 8.732433 9.259674 9.424052 9.797552 9.915102 10.557428
0.7347 1.166667 2.132690 3.746021 6.151119 8.223691 8.762375 9.337637 9.486508 9.914035 9.994289 10.622001
0.7009 1.194444 2.151349 3.806197 6.213829 8.243150 8.793457 9.406742 9.548184 10.001513 10.110494 10.685779
0.6694 1.222222 2.169110 3.866616 6.276266 8.264142 8.825815 9.470478 9.608912 10.070772 10.249027 10.748669
0.64 1.25 2.186041 3.927218 6.338411 8.286768 8.859593 9.530997 9.668854 10.136260 10.392208 10.810681
0.6125 1.277778 2.202204 3.987951 6.400250 8.311146 8.894961 9.589548 9.728315 10.201348 10.533712 10.872055
0.5867 1.305556 2.217656 4.048763 6.461765 8.337369 8.932058 9.646823 9.787603 10.266883 10.669339 10.933417
0.5625 1.333333 2.232453 4.109614 6.522946 8.365634 8.971178 9.703278 9.847106 10.333263 10.794446 10.996473
0.5398 1.361111 2.246648 4.170467 6.583786 8.396051 9.012490 9.759131 9.907149 10.400614 10.903091 11.063844
0.5184 1.388889 2.260286 4.231284 6.644271 8.428741 9.056186 9.814505 9.968062 10.469035 10.990467 11.137127
0.4983 1.416667 2.273412 4.292030 6.704389 8.463795 9.102422 9.869466 10.030153 10.538622 11.058343 11.212207
0.4793 1.444444 2.286072 4.352674 6.764129 8.501243 9.151280 9.924057 10.093678 10.609482 11.113175 11.282004
0.4614 1.472222 2.298311 4.413196 6.823493 8.541020 9.202725 9.978344 10.158809 10.681746 11.159916 11.342672
0.4444 1.5 2.310172 4.473572 6.882476 8.582901 9.256514 10.032423 10.225550 10.755528 11.201093 11.393791
0.4284 1.527778 2.321700 4.533782 6.941078 8.626452 9.312129 10.086455 10.293708 10.830894 11.237975 11.436552
0.4133 1.555556 2.332942 4.593808 6.999306 8.670965 9.368689 10.140665 10.362848 10.907784 11.271378 11.472617
0.3989 1.583333 2.343940 4.653635 7.057167 8.715423 9.424886 10.195318 10.432293 10.985886 11.302081 11.503578
0.3853 1.611111 2.354742 4.713262 7.114686 8.758517 9.479013 10.250681 10.501186 11.064522 11.331072 11.530761
0.3723 1.638889 2.365385 4.772678 7.171879 8.798701 9.529041 10.306908 10.568551 11.142490 11.359688 11.555190
0.36 1.666667 2.375906 4.831878 7.228769 8.834373 9.572893 10.363963 10.633439 11.218086 11.389730 11.577639
