L z 0 1 2 3 4 5 6 7 8 9
2.4694 0.636364 2.518212 2.806762 2.979592 3.798092 5.351078 5.417073 5.863463 6.844945 7.164124 8.174793
2.1704 0.678788 2.614898 2.892224 3.077198 3.876640 5.389710 5.524676 5.899267 6.947525 7.327392 8.270048
1.9225 0.721212 2.705937 2.969266 3.165443 3.958890 5.434066 5.639829 5.936121 7.049159 7.488111 8.359706
1.7149 0.763636 2.792006 3.037342 3.245150 4.044340 5.484003 5.761452 5.973863 7.148778 7.646214 8.443967
1.5391 0.806061 2.873697 3.096338 3.317182 4.132545 5.539264 5.888403 6.012388 7.245621 7.801641 8.522584
1.389 0.848485 2.951507 3.146549 3.382392 4.223012 5.599516 6.018717 6.052475 7.339162 7.954335 8.590206
1.2599 0.890909 3.025838 3.188592 3.441583 4.315193 5.664373 6.089334 6.156084 7.429052 8.104231 8.612872
1.148 0.933333 3.097018 3.223291 3.495505 4.408553 5.733431 6.129426 6.293061 7.515105 8.251274 8.620531
1.0503 0.975758 3.165272 3.251574 3.544851 4.502593 5.806271 6.169412 6.432058 7.597253 8.395310 8.627486
0.9646 1.018182 3.230627 3.274526 3.590340 4.596931 5.882578 6.209499 6.572007 7.675548 8.535560 8.635479
0.889 1.060606 3.287276 3.298974 3.632870 4.691350 5.962381 6.249643 6.712204 7.750166 8.634869 8.682084
0.8219 1.10303 3.304855 3.356170 3.673655 4.785864 6.046435 6.289775 6.852349 7.821471 8.646995 8.813235
0.7622 1.145455 3.315667 3.414504 3.713712 4.880642 6.135827 6.329886 6.992895 7.890064 8.656905 8.852911
0.7087 1.187879 3.323472 3.470717 3.752526 4.975590 6.229708 6.370075 7.134512 7.956525 8.667026 8.857677
0.6607 1.230303 3.328927 3.524631 3.788529 5.070234 6.324577 6.410707 7.276680 8.021070 8.676449 8.858061
0.6173 1.272727 3.332535 3.576276 3.821252 5.164247 6.415009 6.454892 7.418171 8.083806 8.684898 8.854958
0.5782 1.315152 3.334694 3.625703 3.851264 5.257554 6.477654 6.525383 7.558177 8.144974 8.692658 8.849071
0.5426 1.357576 3.335724 3.672950 3.879216 5.350131 6.518386 6.616262 7.696377 8.204889 8.699968 8.841009
0.5102 1.4 3.335892 3.718042 3.905548 5.441880 6.555255 6.709348 7.832598 8.263823 8.706846 8.831435
0.4806 1.442424 3.335419 3.761005 3.930526 5.532616 6.590150 6.802484 7.966636 8.321960 8.713049 8.821239
0.4536 1.484848 3.334493 3.801872 3.954323 5.622082 6.623265 6.895139 8.098151 8.379382 8.717943 8.811806
0.4287 1.527273 3.333271 3.840685 3.977057 5.709960 6.654570 6.987004 8.226510 8.436064 8.720293 8.805416
0.4059 1.569697 3.331882 3.877496 3.998821 5.795891 6.683997 7.077844 8.350409 8.491918 8.718503 8.805367
0.3848 1.612121 3.330430 3.912363 4.019688 5.879484 6.711492 7.167462 8.466618 8.547143 8.712149 8.815336
0.3653 1.654545 3.329001 3.945356 4.039724 5.960351 6.737032 7.255721 8.564386 8.605586 8.703454 8.840199
0.3473 1.69697 3.327659 3.976546 4.058983 6.038094 6.760617 7.342515 8.621853 8.671712 8.701073 8.888806
0.3305 1.739394 3.326457 4.006010 4.077517 6.112340 6.782280 7.427785 8.642789 8.697799 8.743195 8.967007
0.315 1.781818 3.325429 4.033826 4.095372 6.182747 6.802078 7.511514 8.638416 8.718220 8.792775 9.066293
0.3005 1.824242 3.324603 4.060072 4.112594 6.249020 6.820089 7.593720 8.626891 8.735988 8.840054 9.175274
0.287 1.866667 3.323993 4.084821 4.129226 6.310919 6.836407 7.674455 8.614164 8.749837 8.886350 9.287946
0.2744 1.909091 3.323607 4.108143 4.145315 6.368268 6.851135 7.753787 8.601799 8.761038 8.931407 9.401711
0.2626 1.951515 3.323448 4.130100 4.160908 6.420955 6.864383 7.831798 8.590412 8.770570 8.974783 9.515385
0.2515 1.993939 3.323511 4.150742 4.176065 6.468951 6.876263 7.908579 8.580312 8.779012 9.016144 9.628386
0.2412 2.036364 3.323790 4.170101 4.190851 6.512287 6.886884 7.984204 8.571677 8.786699 9.055258 9.739935
0.2314 2.078788 3.324274 4.188189 4.205351 6.551065 6.896351 8.058727 8.564609 8.793836 9.091978 9.750106
0.2222 2.121212 3.324950 4.205004 4.219656 6.585448 6.904764 8.132172 8.559175 8.800550 9.126223 9.750203
0.2136 2.163636 3.325806 4.220567 4.233830 6.615650 6.912215 8.204497 8.555436 8.806928 9.157964 9.750258
0.2055 2.206061 3.326827 4.234969 4.247860 6.641926 6.918791 8.275552 8.553516 8.813033 9.187213 9.750299
0.1978 2.248485 3.327997 4.248383 4.261647 6.664562 6.924570 8.344923 8.553752 8.818918 9.214018 9.750342
0.1905 2.290909 3.329304 4.261004 4.275065 6.683859 6.929627 8.411435 8.557198 8.824630 9.238455 9.750397
0.1837 2.333333 3.330731 4.272993 4.288019 6.700128 6.934029 8.471159 8.567635 8.830229 9.260626 9.750475
