L z 0 1 2 3 4 5 6 7 8 9
3.24 0.555556 0.353257 1.610612 3.732328 4.557730 4.574923 4.687259 5.137815 5.857883 6.028318 6.634197
2.9388 0.583333 0.467688 1.698424 3.746897 4.593140 4.697476 4.816703 5.058908 5.890337 6.134634 6.655686
2.6777 0.611111 0.579940 1.786223 3.777211 4.629796 4.710629 5.002072 5.075878 5.932924 6.264771 6.675069
2.4499 0.638889 0.686027 1.871658 3.824839 4.679629 4.722821 4.990530 5.323615 5.986156 6.425316 6.693856
2.25 0.666667 0.782683 1.952855 3.890278 4.733741 4.747640 5.008979 5.569693 6.049833 6.624024 6.717716
2.0736 0.694444 0.868123 2.028887 3.972268 4.763071 4.820082 5.052136 5.809037 6.122870 6.753217 6.869333
1.9172 0.722222 0.942264 2.099839 4.067310 4.804612 4.905059 5.111621 6.040941 6.203501 6.803441 7.109067
1.7778 0.75 1.006253 2.166464 4.169852 4.860523 4.997714 5.181361 6.265737 6.289762 6.867843 7.184888
1.6531 0.777778 1.061782 2.229781 4.273723 4.928309 5.095822 5.257318 6.379390 6.484587 6.944108 7.267192
1.541 0.805556 1.110507 2.290808 4.374241 5.004849 5.197856 5.336812 6.471219 6.697744 7.029704 7.353597
1.44 0.833333 1.153786 2.350428 4.469468 5.087329 5.302876 5.418062 6.563899 6.905329 7.122967 7.442521
1.3486 0.861111 1.192663 2.409357 4.559819 5.173547 5.410333 5.499909 6.656625 7.104422 7.225451 7.532947
1.2656 0.888889 1.227907 2.468120 4.646770 5.261855 5.519829 5.581590 6.748840 7.274641 7.356552 7.624234
1.1901 0.916667 1.260105 2.527066 4.731856 5.351071 5.631051 5.662620 6.840183 7.395164 7.536400 7.715989
1.1211 0.944444 1.289705 2.586409 4.816228 5.440353 5.742700 5.743749 6.930427 7.501404 7.729138 7.807992
1.058 0.972222 1.317065 2.646266 4.900646 5.529122 5.821671 5.857756 7.019454 7.605292 7.871049 7.900142
1.0 1.0 1.342465 2.706675 4.985528 5.616941 5.899445 5.972932 7.107189 7.708538 7.879054 7.992395
0.9467 1.027778 1.366137 2.767629 5.071115 5.703499 5.976001 6.089183 7.193604 7.811423 7.887393 8.084757
0.8975 1.055556 1.388267 2.829092 5.157540 5.788551 6.051359 6.206432 7.278693 7.896120 7.913930 8.177262
0.8521 1.083333 1.409016 2.891010 5.244885 5.871900 6.125571 6.324605 7.362465 7.905287 8.015963 8.269968
0.81 1.111111 1.428523 2.953329 5.333247 5.953397 6.198730 6.443648 7.444959 7.914952 8.117412 8.362959
0.771 1.138889 1.446903 3.015985 5.422709 6.032895 6.270933 6.563470 7.526201 7.925175 8.218144 8.456320
0.7347 1.166667 1.464260 3.078913 5.513380 6.110265 6.342296 6.683965 7.606225 7.936025 8.318021 8.550140
0.7009 1.194444 1.480683 3.142048 5.605393 6.185392 6.412936 6.805006 7.685064 7.947580 8.416910 8.644509
0.6694 1.222222 1.496256 3.205342 5.698934 6.258190 6.482985 6.926466 7.762772 7.959934 8.514697 8.739526
0.64 1.25 1.511047 3.268737 5.794196 6.328583 6.552551 7.048183 7.839381 7.973191 8.611271 8.835259
0.6125 1.277778 1.525122 3.332183 5.891410 6.396523 6.621723 7.169985 7.914931 7.987468 8.706546 8.931756
0.5867 1.305556 1.538539 3.395635 5.990836 6.461998 6.690566 7.291694 7.989459 8.002896 8.800465 9.029038
0.5625 1.333333 1.551350 3.459047 6.092744 6.525026 6.759113 7.413131 8.019614 8.062997 8.893000 9.127089
0.5398 1.361111 1.563605 3.522392 6.197438 6.585668 6.827383 7.534146 8.037773 8.135594 8.984170 9.225885
0.5184 1.388889 1.575350 3.585634 6.305180 6.643999 6.895360 7.654583 8.057513 8.207280 9.074000 9.325359
0.4983 1.416667 1.586628 3.648741 6.416188 6.700115 6.963011 7.774307 8.078958 8.278086 9.162535 9.425430
0.4793 1.444444 1.597479 3.711685 6.530575 6.754120 7.030294 7.893208 8.102184 8.348039 9.249832 9.526005
0.4614 1.472222 1.607946 3.774454 6.648313 6.806133 7.097179 8.011221 8.127199 8.417180 9.335964 9.627009
0.4444 1.5 1.618069 3.837027 6.769078 6.856262 7.163623 8.128296 8.153881 8.485535 9.420990 9.705298
0.4284 1.527778 1.627888 3.899389 6.892178 6.904612 7.229591 8.181938 8.244411 8.553129 9.504967 9.737913
0.4133 1.555556 1.637442 3.961529 6.951281 7.016411 7.295053 8.210854 8.359579 8.619988 9.587947 9.764334
0.3989 1.583333 1.646769 4.023438 6.996362 7.139955 7.359985 8.239851 8.473829 8.686132 9.669976 9.768635
0.3853 1.611111 1.655908 4.085120 7.039945 7.260354 7.424382 8.267908 8.587229 8.751594 9.751104 9.769064
0.3723 1.638889 1.664890 4.146572 7.082109 7.374553 7.488231 8.293812 8.699820 8.816392 9.769099 9.831367
0.36 1.666667 1.673744 4.207790 7.122925 7.479224 7.551525 8.316314 8.811615 8.880544 9.769024 9.906632
