-4.71853594631182034e+01 2.93637975315221773e+01 -2.73209330159552977e+01 -2.27661839018525569e+01 -5.28934224973246536e+00 3.72697545708367342e-04 3.91207152520049783e-01 -4.81390679758107343e+00 6.53816817493270766e-04 -6.21263239403539003e-01
2.93741994956497550e+01 -4.30063504536784293e+01 2.01979141862673153e+01 4.61996491479311544e+00 -1.17146303490799291e+01 -1.34714163695204281e-04 -7.49196076399026634e-01 6.82604185657686813e+00 -2.13830079035415288e-04 3.32419967690598728e-01
-2.75138982395366298e+01 2.03358318629411308e+01 -2.74125852219033561e+01 -2.63768013963189425e+01 -3.60397815337553062e+00 3.93540969061079160e-04 1.09442190372789261e+00 -7.58898360803412331e+00 2.33004111550472182e-04 -2.96281614810872673e-03
-2.29197231273504052e+01 4.64714976750166997e+00 -2.63681654581541629e+01 -3.78880752627212445e+01 -1.99487716316482029e+01 -1.36176973673796109e-05 7.92619876378329868e-02 -7.03689047705582560e+00 1.70537593974134927e-03 -1.76117180856386857e+00
-5.29882447719314875e+00 -1.17335832565037688e+01 -3.59166381565928372e+00 -1.98471224335812586e+01 -3.21561880878009987e+01 -1.91348853278650033e-04 -3.59476262240771727e-01 4.41178845233249195e+00 2.09771639181455249e-04 -2.39147962471169429e-01
2.72431282183303695e-04 3.16939525196804905e-05 -3.49091126225276049e-04 3.10060097779701893e-04 2.54027890293495595e-05 -6.61905459645433609e+01 3.02129993704980393e-03 1.38680671827762225e-03 -1.20582640156327052e+01 -2.28817579223896672e-02
3.71863087062903275e-01 -7.08454446459706788e-01 1.03143985324980592e+00 7.90213331445917821e-02 -3.50145543617098431e-01 4.25313238963553886e-03 -6.59290871258147604e+01 -4.15796930799308839e+00 2.64946208362326630e-02 -1.48345023211947442e+01
-4.80837048023054514e+00 6.81732768787335974e+00 -7.52789937767099548e+00 -6.98144394744699959e+00 4.40153081998649487e+00 -5.80867537975926496e-05 -4.35968783357945888e+00 -1.74315379191426629e+01 6.19446953107338771e-04 1.75332904738159323e-01
2.84012035436195798e-04 5.14324777922126053e-05 1.44016169832950069e-05 6.69416679898227063e-04 6.57027955102640338e-04 -1.20455465250868770e+01 1.43682366632198466e-02 1.38447246114814515e-03 -3.76681974533299311e+01 -9.44696817831314206e-03
-5.96000202622203212e-01 3.11581013535306650e-01 6.76865280203514663e-03 -1.67576499104871224e+00 -2.67636473063242675e-01 -3.41138359359041132e-02 -1.48121864056322678e+01 1.59940669990650153e-01 -4.58536348664750903e-03 -4.03815202032221734e+01
