L z 0 1 2 3 4 5 6 7 8 9
3.24 0.555556 1.052126 1.396151 2.632037 4.119533 5.373855 5.757693 5.840926 6.134315 6.793369 7.567799
2.9388 0.583333 1.102885 1.452095 2.676617 4.318543 5.468829 5.863273 5.946819 6.140729 6.852437 7.674900
2.6777 0.611111 1.153919 1.506289 2.721710 4.516340 5.545817 5.923044 6.105624 6.157110 6.910773 7.780038
2.4499 0.638889 1.205307 1.558735 2.767819 4.712999 5.612978 5.975464 6.143506 6.310698 6.967943 7.883503
2.25 0.666667 1.257171 1.609508 2.815400 4.908637 5.675059 6.026383 6.149715 6.502197 7.023438 7.985727
2.0736 0.694444 1.309672 1.658767 2.864873 5.103430 5.734744 6.077023 6.155844 6.697109 7.076611 8.087293
1.9172 0.722222 1.362947 1.706702 2.916520 5.297512 5.793666 6.127611 6.164442 6.891110 7.127542 8.188715
1.7778 0.75 1.416920 1.753336 2.970248 5.490745 5.852632 6.167525 6.187531 7.070216 7.187080 8.289960
1.6531 0.777778 1.471163 1.798330 3.025428 5.682482 5.911526 6.183060 6.238406 7.165149 7.322798 8.390151
1.541 0.805556 1.525024 1.841049 3.081150 5.871278 5.969863 6.196341 6.292545 7.201369 7.510010 8.487942
1.44 0.833333 1.577992 1.880931 3.136776 6.019414 6.063217 6.208227 6.346592 7.227646 7.702279 8.582318
1.3486 0.861111 1.629923 1.917790 3.192201 6.074606 6.213025 6.247322 6.400622 7.252180 7.893212 8.673023
1.2656 0.888889 1.680926 1.951757 3.247643 6.124433 6.223109 6.411469 6.465762 7.276848 8.081388 8.747682
1.1901 0.916667 1.731187 1.983098 3.303360 6.171508 6.229007 6.490797 6.615199 7.301793 8.266192 8.757550
1.1211 0.944444 1.780856 2.012083 3.359519 6.215888 6.234429 6.542574 6.789376 7.326718 8.446982 8.768324
1.058 0.972222 1.830042 2.038945 3.416195 6.237128 6.260718 6.591983 6.963274 7.351392 8.622131 8.781831
1.0 1.0 1.878795 2.063867 3.473380 6.241860 6.301773 6.640709 7.135116 7.375889 8.770405 8.817852
0.9467 1.027778 1.927140 2.087002 3.531024 6.246387 6.341622 6.689168 7.302586 7.402087 8.802303 8.962666
0.8975 1.055556 1.975077 2.108483 3.589051 6.251120 6.380065 6.737518 7.411232 7.484235 8.819494 9.106706
0.8521 1.083333 2.022591 2.128426 3.647374 6.256178 6.417124 6.785821 7.437934 7.645306 8.836672 9.214471
0.81 1.111111 2.069646 2.146959 3.705908 6.261621 6.452843 6.834092 7.459685 7.808162 8.854625 9.254259
0.771 1.138889 2.116118 2.164265 3.764559 6.267485 6.487255 6.882307 7.480199 7.968856 8.873628 9.284484
0.7347 1.166667 2.161219 2.181170 3.823228 6.273794 6.520388 6.930416 7.499939 8.126528 8.894016 9.307343
0.7009 1.194444 2.191649 2.210993 3.881814 6.280560 6.552258 6.978350 7.519083 8.280319 8.916380 9.319423
0.6694 1.222222 2.206144 2.255001 3.940223 6.287796 6.582878 7.026032 7.537752 8.428825 8.941891 9.326723
0.64 1.25 2.218429 2.299433 3.998343 6.295506 6.612238 7.073361 7.556050 8.569326 8.972985 9.332198
0.6125 1.277778 2.229337 2.343389 4.056057 6.303689 6.640309 7.120219 7.574076 8.696267 9.014852 9.336757
0.5867 1.305556 2.238956 2.386676 4.113234 6.312341 6.667042 7.166470 7.591940 8.799975 9.076683 9.340780
0.5625 1.333333 2.247268 2.429162 4.169727 6.321447 6.692360 7.211958 7.609760 8.872851 9.165401 9.344493
0.5398 1.361111 2.254214 2.470716 4.225380 6.330982 6.716162 7.256509 7.627677 8.920262 9.274423 9.348345
0.5184 1.388889 2.259697 2.511183 4.280008 6.340902 6.738310 7.299920 7.645850 8.952973 9.348964 9.395089
0.4983 1.416667 2.263589 2.550387 4.333403 6.351133 6.758637 7.341967 7.664467 8.977599 9.352934 9.511783
0.4793 1.444444 2.265739 2.588133 4.385342 6.361563 6.776947 7.382412 7.683748 8.997017 9.355802 9.619258
0.4614 1.472222 2.265980 2.624220 4.435601 6.372025 6.793030 7.421016 7.703953 9.012283 9.358386 9.694255
0.4444 1.5 2.264150 2.658450 4.483957 6.382277 6.806681 7.457560 7.725356 9.023630 9.360751 9.730631
0.4284 1.527778 2.260127 2.690663 4.530232 6.391985 6.817734 7.491882 7.748233 9.030941 9.362900 9.746129
0.4133 1.555556 2.253869 2.720783 4.574337 6.400716 6.826118 7.523929 7.772800 9.034008 9.364824 9.745353
0.3989 1.583333 2.245478 2.748876 4.616325 6.407947 6.831918 7.553821 7.799117 9.032719 9.366514 9.729390
0.3853 1.611111 2.235247 2.775204 4.656461 6.413113 6.835441 7.581910 7.826965 9.027204 9.367971 9.699715
0.3723 1.638889 2.223709 2.800268 4.695244 6.415703 6.837267 7.608813 7.855690 9.017948 9.369216 9.659236
0.36 1.666667 2.211620 2.824794 4.733410 6.415392 6.838243 7.635395 7.884128 9.005820 9.370293 9.612926
