  -8.5841296177741896e+01  -1.6142590631273461e+00   1.7736308331937057e+01   3.7352699898056785e+00   1.2287837918239324e+01  -4.4103602604933386e+01   2.4064956235163435e+00   1.9136727969428350e+01  -2.3328448944057558e+00   2.3037915080890237e+00
  -1.6142590631273461e+00  -6.6973893644703750e+01  -3.4999776719709099e+00  -3.4775074635720173e+01   3.3843137729460310e+01   1.1164429014014823e+01   2.7184772177045694e+01   9.0243377579080686e-01  -7.5608164970460763e+00   7.0758847606159696e+00
   1.7736308331937057e+01  -3.4999776719709099e+00  -5.1959630296655391e+01  -2.5286267723834923e+00  -3.3774642300530626e+00   1.5127825052254178e+01   9.5752820614082901e-01   1.6023999408262192e+01  -1.0739595108449644e+00   1.0540155765447654e+00
   3.7352699898056785e+00  -3.4775074635720173e+01  -2.5286267723834923e+00  -5.7056913861854440e+01   1.9744946060951001e+01   8.1152450780411165e+00   9.4026657257170632e-02  -7.0281162081503146e-02   1.1203199683258548e+01  -1.0814815300526316e+01
   1.2287837918239324e+01   3.3843137729460310e+01  -3.3774642300530626e+00   1.9744946060951001e+01  -4.2136081374880604e+01   5.0173073056588402e+00  -3.1569361085298674e+01  -6.1320601773068475e+00   4.4986881661806954e+00  -2.6412932823475459e+00
  -4.4103602604933386e+01   1.1164429014014823e+01   1.5127825052254178e+01   8.1152450780411165e+00   5.0173073056588402e+00  -7.1019030674112543e+01  -1.0027057193650460e+01   2.9320610304145369e+01   7.5475112183343018e-01  -2.4157523633481495e-01
   2.4064956235163435e+00   2.7184772177045694e+01   9.5752820614082901e-01   9.4026657257170632e-02  -3.1569361085298674e+01  -1.0027057193650460e+01  -4.5548522610643467e+01   1.3803435020887873e+00   1.6602866099788379e+01  -1.7733507091763901e+01
   1.9136727969428350e+01   9.0243377579080686e-01   1.6023999408262192e+01  -7.0281162081503146e-02  -6.1320601773068475e+00   2.9320610304145369e+01   1.3803435020887873e+00  -5.6976874365364360e+01  -6.9855271171147504e-01   6.9538062349487983e-01
  -2.3328448944057558e+00  -7.5608164970460763e+00  -1.0739595108449644e+00   1.1203199683258548e+01   4.4986881661806954e+00   7.5475112183343018e-01   1.6602866099788379e+01  -6.9855271171147504e-01  -6.6204670776015021e+01  -2.1708034218146402e+01
   2.3037915080890237e+00   7.0758847606159696e+00   1.0540155765447654e+00  -1.0814815300526316e+01  -2.6412932823475459e+00  -2.4157523633481495e-01  -1.7733507091763901e+01   6.9538062349487983e-01  -2.1708034218146402e+01  -6.6620799042212070e+01
