L z 0 1 2 3 4 5 6 7 8 9
2.4694 0.636364 0.598077 0.693552 0.770960 1.105359 1.303334 1.372671 2.192870 2.349753 2.472408 3.452000
2.1704 0.678788 0.615484 0.717758 0.798365 1.153888 1.364579 1.434622 2.307115 2.421830 2.593734 3.601024
1.9225 0.721212 0.632527 0.741580 0.825368 1.202387 1.425160 1.494797 2.409229 2.500641 2.710115 3.746960
1.7149 0.763636 0.649296 0.765096 0.852068 1.251037 1.485155 1.553103 2.489127 2.597399 2.821123 3.888328
1.5391 0.806061 0.665843 0.788347 0.878514 1.299941 1.544584 1.609383 2.551954 2.707810 2.926326 4.023482
1.389 0.848485 0.682221 0.811394 0.904774 1.349202 1.603500 1.663517 2.607247 2.823108 3.025447 4.150415
1.2599 0.890909 0.698453 0.834268 0.930876 1.398852 1.661915 1.715367 2.659204 2.939682 3.118351 4.266184
1.148 0.933333 0.714560 0.857009 0.956859 1.448904 1.719868 1.764839 2.709694 3.056175 3.205127 4.366183
1.0503 0.975758 0.730539 0.879626 0.982730 1.499314 1.777360 1.811859 2.759779 3.171838 3.286036 4.444146
0.9646 1.018182 0.746400 0.902142 1.008514 1.550033 1.834413 1.856422 2.810179 3.286045 3.361603 4.496225
0.889 1.060606 0.762126 0.924542 1.034199 1.600964 1.890998 1.898544 2.861346 3.397219 3.433337 4.526710
0.8219 1.10303 0.777724 0.946834 1.059801 1.652041 1.938279 1.947132 2.913570 3.489358 3.517282 4.544944
0.7622 1.145455 0.793187 0.969003 1.085305 1.703162 1.975728 2.002741 2.966961 3.553026 3.622814 4.558565
0.7087 1.187879 0.808529 0.991062 1.110723 1.754270 2.010991 2.057831 3.021548 3.609861 3.728255 4.572101
0.6607 1.230303 0.823748 1.013001 1.136039 1.805282 2.044184 2.112356 3.077260 3.662572 3.830700 4.588103
0.6173 1.272727 0.838863 1.034838 1.161262 1.856158 2.075457 2.166304 3.134001 3.711903 3.929080 4.608212
0.5782 1.315152 0.853874 1.056563 1.186374 1.906829 2.104958 2.219632 3.191614 3.758357 4.022258 4.633751
0.5426 1.357576 0.868800 1.078191 1.211381 1.957254 2.132867 2.272329 3.249944 3.802383 4.108912 4.666044
0.5102 1.4 0.883641 1.099713 1.236264 2.007351 2.159369 2.324349 3.308797 3.844359 4.187558 4.706424
0.4806 1.442424 0.898410 1.121136 1.261021 2.057018 2.184704 2.375673 3.367990 3.884634 4.256914 4.756009
0.4536 1.484848 0.913121 1.142468 1.285651 2.106053 2.209211 2.426278 3.427335 3.923516 4.316360 4.815256
0.4287 1.527273 0.927773 1.163697 1.310135 2.153966 2.233481 2.476119 3.486622 3.961263 4.366254 4.883617
0.4059 1.569697 0.942382 1.184837 1.334478 2.199528 2.258878 2.525183 3.545669 3.998119 4.407842 4.959715
0.3848 1.612121 0.956949 1.205876 1.358659 2.239620 2.288605 2.573426 3.604264 4.034282 4.442755 5.041720
0.3653 1.654545 0.971489 1.226829 1.382685 2.270709 2.326318 2.620833 3.662222 4.069945 4.472601 5.127690
0.3473 1.69697 0.986000 1.247684 1.406536 2.294618 2.370261 2.667363 3.719323 4.105259 4.498720 5.160449
0.3305 1.739394 1.000497 1.268455 1.430219 2.314968 2.416918 2.713005 3.775369 4.140375 4.522179 5.177184
0.315 1.781818 1.014978 1.289131 1.453715 2.333484 2.464615 2.757718 3.830125 4.175411 4.543805 5.193864
0.3005 1.824242 1.029456 1.309726 1.477031 2.350865 2.512741 2.801496 3.883373 4.210488 4.564270 5.210502
0.287 1.866667 1.043927 1.330229 1.500147 2.367429 2.561018 2.844302 3.934849 4.245696 4.584129 5.227091
0.2744 1.909091 1.058404 1.350654 1.523071 2.383360 2.609334 2.886132 3.984306 4.281131 4.603877 5.243640
0.2626 1.951515 1.072881 1.370991 1.545783 2.398768 2.657606 2.926958 4.031459 4.316861 4.623959 5.260143
0.2515 1.993939 1.087369 1.391252 1.568291 2.413741 2.705808 2.966779 4.076046 4.352962 4.644796 5.276608
0.2412 2.036364 1.101862 1.411428 1.590576 2.428341 2.753896 3.005573 4.117794 4.389484 4.666765 5.293028
0.2314 2.078788 1.116369 1.431531 1.612645 2.442623 2.801863 3.043347 4.156485 4.426486 4.690203 5.309412
0.2222 2.121212 1.130882 1.451550 1.634478 2.456628 2.849675 3.080081 4.191930 4.463999 4.715369 5.325752
0.2136 2.163636 1.145411 1.471499 1.656085 2.470402 2.897338 3.115796 4.224054 4.502074 4.742451 5.342059
0.2055 2.206061 1.159947 1.491367 1.677445 2.483975 2.944820 3.150481 4.252847 4.540726 4.771516 5.358325
0.1978 2.248485 1.174498 1.511166 1.698565 2.497382 2.992124 3.184155 4.278428 4.579986 4.802541 5.374558
0.1905 2.290909 1.189054 1.530885 1.719427 2.510648 3.039222 3.216819 4.300984 4.619857 4.835390 5.390752
0.1837 2.333333 1.203623 1.550536 1.740039 2.523802 3.086114 3.248502 4.320793 4.660360 4.869877 5.406915
